회사명,거래소코드,회계년도,재고자산(*)(IFRS),매입채무(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS),매출액(수익)(*)(IFRS),이자비용(IFRS),유형자산(*)(IFRS),자본(*)(IFRS),당기순이익(손실)(IFRS),연구개발비(IFRS)
동일제강(주),002690,2012/12,20302218,7097608,18148430,153032919,1191059,60717017,93082578,3102666,0
동일제강(주),002690,2013/12,18886778,7958048,20340871,124319864,337305,56775405,98485605,3735444,0
동일제강(주),002690,2014/12,19549513,6566476,11154758,122158150,196692,57583668,110375296,6315236,0
동일제강(주),002690,2015/12,17282765,4421861,9071776,106843649,39962,65158363,128432055,6577925,0
동일제강(주),002690,2016/12,15249272,4231955,9237097,94746658,1779,68973500,131008117,4750614,0
동일제강(주),002690,2017/12,16200730,6222922,635914,107580545,1775,68104807,131302942,1371233,0
동일제강(주),002690,2018/12,18367844,8426524,417881,124025425,854,65452388,130894742,135421,0
동일제강(주),002690,2019/12,17799405,6102627,7663082,127370150,9533,49539915,130549354,1116856,0
동일철강(주),023790,2011/12,28823280,1688614,-5670023,104040160,2237138,31068949,43313448,219348,0
동일철강(주),023790,2012/12,16503486,1665330,17184707,82699924,2700170,17492895,38485166,-4766195,0
동일철강(주),023790,2013/12,12972801,1828395,6018872,44175540,2188807,38755970,38795626,355086,0
동일철강(주),023790,2014/12,30040529,5971723,-21955828,39520449,2394396,39694800,24178491,-14355409,0
동일철강(주),023790,2015/12,15163944,4780320,6059927,54107916,2626318,33113904,13479905,-10552873,0
동일철강(주),023790,2016/12,18320799,7684848,-2003512,58153246,2509516,74423514,45558789,-1035210,0
동일철강(주),023790,2017/12,20075969,10143197,-1681329,55255470,2749211,73205211,41337991,-3911827,0
동일철강(주),023790,2018/12,17710785,13404165,4243349,44340818,3093776,100267275,51248471,-13475578,0
동일철강(주),023790,2019/12,12371076,858668,-11525555,26560736,185246,40180873,54332310,3867475,0
동화기업(주),025900,2011/12,0,0,-2275323,9848871,4489488,6791428,225187895,-6643464,0
동화기업(주),025900,2012/12,0,0,-2143140,20803346,5542237,7319331,225962011,717662,0
동화기업(주),025900,2013/12,52627471,45060001,10563674,113873787,5867507,346728014,264812069,2287454,332957
동화기업(주),025900,2014/12,57061868,49798947,41364613,395784374,10868507,380492961,303549960,15426463,1765433
동화기업(주),025900,2015/12,50963271,43632331,52729838,423877913,9266289,372221567,424477397,25246392,1871796
동화기업(주),025900,2016/12,45777761,42609391,38104114,421695890,7319867,365745112,460376848,34137224,2033092
동화기업(주),025900,2017/12,43075060,37898592,47172154,437001694,6608454,353688529,483628602,35484448,1308147
동화기업(주),025900,2018/12,48007051,43663964,61605487,438530879,6101892,355230964,517624444,35083044,986967
동화기업(주),025900,2019/12,56986468,23536852,9223635,370938736,8667278,342945390,545861356,27807279,949221
동화약품(주),000020,2011/12,32162708,22057025,46244032,234561984,1757625,188283834,229623874,17679223,1078470
동화약품(주),000020,2012/12,31594443,17645469,25226760,223371997,1056002,183871644,226994670,1311241,851304
동화약품(주),000020,2013/12,30436758,18495637,8205110,220240575,384335,171902299,227231127,1011860,1363463
동화약품(주),000020,2014/12,28382297,17980096,13514668,213472145,231601,161854137,229725782,4937205,11770852
동화약품(주),000020,2015/12,26150930,17169607,19833109,223201285,136693,151777299,230117742,5608652,13329278
동화약품(주),000020,2016/12,26577327,25671949,25482188,237470835,7705,142170913,252925300,26254318,13717406
동화약품(주),000020,2017/12,36606243,21776298,-16519975,258881617,0,103746341,296944728,47009013,14078034
동화약품(주),000020,2018/12,43717603,29965375,-234708,306602589,0,96772495,297097014,10074475,15604538
동화약품(주),000020,2019/12,33430792,17322512,14120290,307150026,206955,92308557,301613360,9529176,16261864
두산밥캣(주),241560,2014/12,0,0,1465084,6193856,3760,38875,2608026366,6588835,0
두산밥캣(주),241560,2015/12,0,0,440303,11278327,365859,101786,2603777570,-4394559,0
두산밥캣(주),241560,2016/12,0,0,1580399,12692933,734432,77333,3221079774,-3151351,0
두산밥캣(주),241560,2017/12,0,0,4410168,17895862,2789959,148463,3152382947,1516272,0
두산밥캣(주),241560,2018/12,0,0,3720169,20324935,2540476,1572873,3035937407,4183377,0
두산밥캣(주),241560,2019/12,0,0,124831232,173166014,2387903,1959554,3035480646,110633425,0
두산에너빌리티(주),034020,2011/12,353036054,500827889,-151316519,6669496851,146642254,2013115134,3644681757,171582246,48755000
두산에너빌리티(주),034020,2012/12,451795960,677474010,387213691,7856768585,177880000,2001282262,3289451489,-205978994,18851000
두산에너빌리티(주),034020,2013/12,427091565,718996607,462751232,6675221953,170860000,2650767885,4476769288,438036868,19390000
두산에너빌리티(주),034020,2014/12,330767777,959162264,309719555,5496792933,143861000,2636179113,4740588535,-48323274,19508000
두산에너빌리티(주),034020,2015/12,307231584,1023863182,-241769866,5146293601,124061000,3052376159,4473991620,-451146064,17904000
두산에너빌리티(주),034020,2016/12,255885402,1262369377,544293142,4705320588,133614000,3117755486,4292042700,-231494535,22138000
두산에너빌리티(주),034020,2017/12,253987213,1332638729,-63838710,4336698891,158602000,3319272050,4468202370,15779777,18124000
두산에너빌리티(주),034020,2018/12,298033777,1395667794,139515296,4101664210,181731000,3310301380,3940657026,-725087511,18158000
두산에너빌리티(주),034020,2019/12,344226842,891457007,-170537822,3708635207,184338000,3135025726,3440707384,-495190677,19185000
두산퓨얼셀(주),336260,2019/12,77651016,43196271,121737504,221171085,1295129,42728240,166770553,11870980,0
디브이에스코리아(주),046400,2011/12,3645092,1407414,7092766,23259729,574550,2899948,5279249,-13382312,1013567
디브이에스코리아(주),046400,2012/12,1780882,571572,-3743244,13740392,361449,2710105,5125702,162607,903142
디브이에스코리아(주),046400,2013/12,884748,100913,-2530973,3627079,221738,2467243,9319115,-4166351,185387
디씨엠(주),024090,2011/12,28806000,8599000,10439000,174851000,414000,17163000,126880000,15125000,0
디씨엠(주),024090,2012/12,29987286,12306000,-692146,158251717,597667,24968852,132881413,12728175,0
디씨엠(주),024090,2013/12,29439458,8661000,27002006,126619874,335380,24206682,128993827,3348150,0
디씨엠(주),024090,2014/12,23024150,7354000,9463684,112216574,585394,22930927,126457641,666720,0
디씨엠(주),024090,2015/12,14753596,9273000,17920080,103083470,204046,21438746,129571602,4492695,0
디씨엠(주),024090,2016/12,17876690,10259000,11687405,122788352,224873,21049791,140835247,16453210,0
디씨엠(주),024090,2017/12,20557942,9821000,8413541,127349090,120186,22015434,146442930,12349438,0
디씨엠(주),024090,2018/12,18837548,9521104,11671742,115168430,131931,20222345,147571666,6190140,0
디씨엠(주),024090,2019/12,17595721,14028655,23399324,145325762,163477,18534711,174718658,23461524,0
디아이동일(주),001530,2011/12,75485019,13888434,-1259747,295953324,2737825,359855529,488396058,1236180,0
디아이동일(주),001530,2012/12,54580661,15275921,13019911,261397755,3900403,359245023,472189371,-9301642,0
디아이동일(주),001530,2013/12,58393226,8939859,959166,255904575,2792821,353023231,475402207,2193130,0
디아이동일(주),001530,2014/12,38819587,7688593,15352783,243419473,2616771,349499424,449118703,-19884706,0
디아이동일(주),001530,2015/12,38345797,5543440,7042607,243880195,2618857,344020669,438220425,-10055465,0
디아이동일(주),001530,2016/12,44404075,5027532,9349077,283992655,4254764,387602091,467037894,662237,0
디아이동일(주),001530,2017/12,45605592,6874046,17833176,280898529,4516603,384051476,458827773,-5606021,0
디아이동일(주),001530,2018/12,59773117,6671560,8032689,303174332,5499522,375389193,445680189,12123939,0
디아이동일(주),001530,2019/12,45709478,5810360,20549435,303450329,5845595,357711056,452575766,7325070,46241
디아이티(주),110990,2011/12,,,,,,,,,
디아이티(주),110990,2012/12,,,,,,,,,
디아이티(주),110990,2013/12,,,,,,,,,
디아이티(주),110990,2014/12,,,,,,,,,
디아이티(주),110990,2015/12,,,,,,,,,
디아이티(주),110990,2016/12,30481415,6655604,-14169731,70996190,192,26386561,110704627,9137876,0
디아이티(주),110990,2017/12,64027846,4971402,21250203,85994057,194,26221150,122613439,11908812,0
디아이티(주),110990,2018/12,113717685,14446644,12216259,76842689,1321660,31266385,163504893,8067980,0
디아이티(주),110990,2019/12,100118449,4836834,1951453,118480955,2017853,30617856,173284389,13444479,0
디에스알(주),155660,2011/12,23345308,6273847,22351612,159248895,1209431,37592355,70301837,7933524,1013488
디에스알(주),155660,2012/12,30146742,8163469,2878595,157152159,559212,37186443,77772939,7879272,982854
디에스알(주),155660,2013/12,25675459,9377777,3258877,152406324,532300,41511629,99821556,6572051,0
디에스알(주),155660,2014/12,29666319,9350263,-5365892,168128999,450542,45322568,106245645,6627558,0
디에스알(주),155660,2015/12,25954044,8274654,21962742,162475873,305077,44786503,115071689,9353436,0
디에스알(주),155660,2016/12,27392783,10925461,9736556,158399205,326506,46787632,127169096,11014758,0
디에스알(주),155660,2017/12,31441379,10132920,11109494,179850498,417821,59704734,137506500,12630856,0
디에스알(주),155660,2018/12,37533730,8148970,6852732,172308863,605940,56797705,144932974,8788314,0
디에스알(주),155660,2019/12,33860407,7634603,14707796,169812516,485836,55282119,152499918,8763937,0
디에스알제강(주),069730,2011/12,41731573,8732568,-3890799,160020671,1525189,84993491,100177471,9433793,571199
디에스알제강(주),069730,2012/12,39525199,10126270,5634771,169058805,2984432,80910214,100280544,1236450,689266
디에스알제강(주),069730,2013/12,36729934,14743052,13149573,179491552,2386540,80839500,101350337,1814361,694425
디에스알제강(주),069730,2014/12,33383672,11178784,10371226,201833398,2180198,74621779,108793327,7298960,788431
디에스알제강(주),069730,2015/12,28119062,8121222,33331813,182681960,1207337,70721348,118069130,9867098,894111
디에스알제강(주),069730,2016/12,29722256,10416494,13947556,172535899,704629,64196616,126432772,8688443,799028
디에스알제강(주),069730,2017/12,29640738,9916425,3808807,177545210,750212,61951229,130056304,5015164,740643
디에스알제강(주),069730,2018/12,33772862,9819793,10290732,185254014,1022510,58541548,136143557,7386782,724402
디에스알제강(주),069730,2019/12,35894043,11089660,14537643,191479168,892231,56435604,141859092,6757020,819045
디엑스앤브이엑스(주),180400,2013/12,176506,226434,44484,3875224,250000,3294337,1354072,-255361,149252
디엑스앤브이엑스(주),180400,2014/12,226173,278055,783832,4690803,201647,3412071,7182054,208078,167058
디엑스앤브이엑스(주),180400,2015/12,424317,303536,-841172,5387371,0,3386977,21558531,615403,360873
디엑스앤브이엑스(주),180400,2016/12,438234,276152,-1503151,5097702,0,3592753,29052341,-479523,598621
디엑스앤브이엑스(주),180400,2017/12,517449,263010,-2126339,4670448,186621,5418432,29792897,-3742998,614570
디엑스앤브이엑스(주),180400,2018/12,545900,466891,-8304743,5305295,3398314,8752028,24353582,-11347875,745348
디엑스앤브이엑스(주),180400,2019/12,1008411,527909,-3110669,5753980,1330351,8820328,23923450,-16257105,472911
디엘(주),000210,2011/12,1211926204,1268619784,556783864,7187410074,91461025,772307851,4358722564,431367721,0
디엘(주),000210,2012/12,1062667141,1368061801,724393276,9041849749,71007000,833738530,4816771644,488972525,0
디엘(주),000210,2013/12,990212605,1371982000,63216111,8441746614,69110024,705420140,4952921603,165852375,0
디엘(주),000210,2014/12,889594965,1233916000,225722518,7845394022,73012347,657949485,4471990441,-472115250,0
디엘(주),000210,2015/12,772870023,1392484009,742099306,8135324529,73252309,679023059,4586345653,127070759,0
디엘(주),000210,2016/12,846013722,1473265034,262871075,8654021477,65834866,742363073,4615181975,37541447,0
디엘(주),000210,2017/12,648470040,1390250782,301287215,11227998422,74403042,776710084,4647686384,103005804,0
디엘(주),000210,2018/12,919944969,1003341995,832776458,9251875303,75069000,807731342,5101842205,713297502,0
디엘(주),000210,2019/12,1004371022,942469000,750807047,7347747863,63299512,755541302,5446622030,396878717,0
디엘건설(주),001880,2011/12,26357736,174316000,106956191,516010580,24272006,1432988,76184126,-46394322,0
디엘건설(주),001880,2012/12,7059407,182641255,51091574,506151680,19320021,1510182,40843721,-35197524,0
디엘건설(주),001880,2013/12,7927460,177113963,53305011,646867718,12935917,1561931,114400711,8399036,0
디엘건설(주),001880,2014/12,10815458,136883895,38195679,860851185,10108398,1603094,142391567,28817979,0
디엘건설(주),001880,2015/12,4869191,174827000,87684120,892871135,5803751,1543995,183156762,40060549,0
디엘건설(주),001880,2016/12,4556232,163066000,40058862,911291115,5769090,1913104,258364547,74911487,0
디엘건설(주),001880,2017/12,243520,147377000,58340198,858626981,5730222,5277441,322570260,64609091,0
디엘건설(주),001880,2018/12,1238343,163357785,87109218,965572043,4149516,3320099,367621012,64533986,0
디엘건설(주),001880,2019/12,736813,120966000,126306206,1279913145,2987093,3433156,457842612,95096422,0
디와이(주),013570,2011/12,56396875,36191034,33859878,595403578,4472122,126727892,233321765,23884513,331680
디와이(주),013570,2012/12,57296145,30326237,59387524,620726201,5439988,137533505,259151249,43900635,225850
디와이(주),013570,2013/12,60090613,36780303,23847190,618703243,4328937,155808374,281458690,31412083,591590
디와이(주),013570,2014/12,13279942,3782620,37132313,323017560,2460015,26759949,203807683,31472147,284025
디와이(주),013570,2015/12,12514103,3958822,574527,111645530,110624,23598412,233837863,2637418,185137
디와이(주),013570,2016/12,14476326,3706261,6721782,93337817,97189,23656991,229464458,-1525063,253368
디와이(주),013570,2017/12,19862151,3887126,-4629763,113750311,75483,23770638,225753592,-145751,242388
디와이(주),013570,2018/12,19991409,3663436,1414970,107663562,52116,22536906,215460718,-6729000,26050
디와이(주),013570,2019/12,16279290,3760666,11202539,95067214,42553,21337015,213903694,2608040,22092
디와이씨(주),310870,2018/12,,,,,,,,,
디와이씨(주),310870,2019/12,,,,,,,,,
디와이엘엔제이(주),207230,2012/12,,,,,,,,,
디와이엘엔제이(주),207230,2013/12,,,,,,,,,
디와이엘엔제이(주),207230,2014/12,,,,,,,,,
디와이엘엔제이(주),207230,2015/12,,,,,,,,,
디와이파워(주),210540,2014/12,27895084,18845333,1408651,24566151,117538,59906449,107249715,1406363,2147
디와이파워(주),210540,2015/12,20594705,9960773,33900362,241871955,1323651,57454307,114960488,5948653,66675
디와이파워(주),210540,2016/12,17815449,12468999,30295108,199708114,1012014,55069463,121892801,8610341,52695
디와이파워(주),210540,2017/12,22032933,14103669,5007005,246924384,514864,53597328,138624154,18764665,130597
디와이파워(주),210540,2018/12,23005304,12998832,8977216,251334638,402815,59307762,148445768,12670119,135763
디와이파워(주),210540,2019/12,18981867,8703439,29273162,220098576,674071,61295771,157348053,11559988,248402
디와이피엔에프(주),104460,2011/12,24542,15096796,5278982,51300120,58001,15133229,55259487,7531559,336904
디와이피엔에프(주),104460,2012/12,171558,18665906,2176618,53733777,117106,13352957,53194220,3233795,400469
디와이피엔에프(주),104460,2013/12,150952,29333852,4061981,70661637,94269,10839454,53431168,810586,389408
디와이피엔에프(주),104460,2014/12,146348,12059830,-2638670,75121379,326829,11499805,57064375,4086286,585416
디와이피엔에프(주),104460,2015/12,142167,17780611,9336530,76926644,348585,9971883,59592247,3881158,457768
디와이피엔에프(주),104460,2016/12,128075,22404309,2568,87094564,294886,19821562,58220950,-151706,412473
디와이피엔에프(주),104460,2017/12,132098,20362316,6111738,89973463,771322,12465145,54528881,-2675744,407529
디와이피엔에프(주),104460,2018/12,205135,13165915,8115367,107754170,300877,37226316,50843664,11264870,700791
디와이피엔에프(주),104460,2019/12,2295763,22574112,20512976,164600456,448759,38176052,70634625,21230318,930024
디젠스(주),113810,2011/12,10249939,16805961,3654340,109763332,1965069,32789148,21366986,5154163,2109885
디젠스(주),113810,2012/12,9011408,12985348,-816179,100981311,1841169,34950116,33705652,1938241,2263115
디젠스(주),113810,2013/12,7958851,10897051,6822847,82914845,1329384,35185214,32801875,-874909,2002381
디젠스(주),113810,2014/12,8616388,11405753,-239855,61334797,1406469,31502412,30941946,-2761601,2105995
디젠스(주),113810,2015/12,6849470,8904320,2771362,66804931,1591902,30247384,31934015,1058372,1843760
디젠스(주),113810,2016/12,5734272,7426655,6214454,64607990,1646076,29548881,36561787,1652004,1440941
디젠스(주),113810,2017/12,4632288,7514275,3300010,54509376,1456586,28139738,31768639,-5418655,1535730
디젠스(주),113810,2018/12,3298518,4531685,-3781308,37236056,1307580,20793181,26599719,-11854078,1449777
디젠스(주),113810,2019/12,3880907,6587147,2726582,39689484,1166238,21215698,29173340,2180337,791422
디케이락(주),105740,2011/12,12568510,8024589,6665377,50442374,1167871,24370968,44547125,7878765,752708
디케이락(주),105740,2012/12,17577199,6773755,2983708,46935646,377894,34097069,63678598,7539474,850815
디케이락(주),105740,2013/12,17551831,6350471,6831727,54579058,205451,42441194,67883284,5392878,1135327
디케이락(주),105740,2014/12,20306674,8285629,6061306,59100586,272763,42373907,73865809,5692458,1434773
디케이락(주),105740,2015/12,25265307,6446909,-2377589,54328977,258272,42485324,76074437,4024478,908476
디케이락(주),105740,2016/12,22131585,7135807,8657599,52002047,228714,42022539,77482861,2604488,908709
디케이락(주),105740,2017/12,20014421,6669522,3106277,53555421,243390,42154338,77142955,485651,1156460
디케이락(주),105740,2018/12,22101092,9213832,5858275,66504620,167674,48404284,84725942,5600659,1332634
디케이락(주),105740,2019/12,26372719,9801955,2937571,74368076,186597,50524551,92910653,8496242,1401804
라온시큐어(주),042510,2011/12,78797,108430,-2815444,8837632,1212637,2863726,5242183,-24364272,0
라온시큐어(주),042510,2012/12,271180,1973825,-1429229,13891915,616968,393152,10986108,2444010,853
라온시큐어(주),042510,2013/12,0,1557813,1596478,16427863,264424,398303,11198496,-443081,0
라온시큐어(주),042510,2014/12,0,1056066,-824768,11093613,64663,341910,9986449,-1462045,0
라온시큐어(주),042510,2015/12,0,1191499,2281785,12292742,55768,239461,10602295,615846,0
라온시큐어(주),042510,2016/12,0,676436,3384542,16697461,43743,736121,12468377,1866081,0
라온시큐어(주),042510,2017/12,0,1953688,2804811,21073046,16488,663977,15777820,3309444,0
라온시큐어(주),042510,2018/12,0,4694673,3302982,24537193,4641,984218,19490131,3736350,0
라온시큐어(주),042510,2019/12,0,4963223,3988065,28319235,683574,3217384,21456421,1966290,0
라온피플(주),300120,2018/12,2321352,602851,6201544,21763697,0,300997,25850812,6250484,5614767
라온피플(주),300120,2019/12,2708193,1112214,4686445,30770552,5170,301476,62779693,8434788,6952444
램테크놀러지(주),171010,2011/12,5416440,1154588,3227819,30746139,1326651,20083109,10058627,799715,0
램테크놀러지(주),171010,2012/12,7660328,801420,5714462,42747121,1387405,22172316,18401133,3397481,0
램테크놀러지(주),171010,2013/12,6733073,349275,3632464,42982186,1261001,28932625,27583571,2849888,0
램테크놀러지(주),171010,2014/12,6295856,489085,2793482,24195874,1255092,37180686,24808682,-2800003,0
램테크놀러지(주),171010,2015/12,7197666,1329417,1435970,26564192,1223139,35679523,23658324,-1368152,0
램테크놀러지(주),171010,2016/12,4355024,322784,3368983,23984932,1190526,33388224,20742670,-3311477,0
램테크놀러지(주),171010,2017/12,5388931,886972,1867336,23653471,914667,30679184,21631266,860438,0
램테크놀러지(주),171010,2018/12,5985820,348116,1869568,30891264,1054273,28984957,22722994,1281896,0
램테크놀러지(주),171010,2019/12,7333071,812201,3661909,41182157,975459,28057324,38961831,2832213,0
레이젠(주),047440,2011/12,8401189,14186343,13226698,127536956,1094854,36300651,59829113,325345,2099760
레이젠(주),047440,2012/12,7007553,6293548,610506,86994471,1223762,35527409,60120034,290921,2404261
레이젠(주),047440,2013/12,7552603,5223184,1159415,69570061,1189398,35512362,58867610,-1848930,2897989
레이젠(주),047440,2014/12,7689941,11943118,-1644202,98727725,1225747,32344027,59827622,960012,2553496
레이젠(주),047440,2015/12,8868417,5905966,71458,82915180,1072776,30566788,62609048,-889909,2822159
레이젠(주),047440,2016/12,7050483,5577623,-1853124,72513808,912239,26660354,44859903,-17994125,3232184
레이젠(주),047440,2017/12,3399069,7133309,-5566471,66939567,1285066,23371572,40245909,-26082220,2296394
로스웰인터내셔널유한회사,900260,2015/12,,,,,,,,,
로스웰인터내셔널유한회사,900260,2016/12,,,,,,,,,
로스웰인터내셔널유한회사,900260,2017/12,,,,,,,,,
로스웰인터내셔널유한회사,900260,2018/12,,,,,,,,,
로스웰인터내셔널유한회사,900260,2019/12,,,,,,,,,
로체시스템즈(주),071280,2011/12,8374913,6401173,6698124,57289285,76225,24710346,40503579,3417648,662742
로체시스템즈(주),071280,2012/12,6465565,1851143,-684721,41001029,131599,24047586,41020597,677070,799589
로체시스템즈(주),071280,2013/12,6845408,7777580,-871691,66097694,237246,25067809,45688955,4010377,1524667
로체시스템즈(주),071280,2014/12,6903803,3371531,2565462,35169379,65578,24245133,41967020,-2707201,1411983
로체시스템즈(주),071280,2015/12,6567680,3229155,1117122,74901959,105105,24258596,43533229,1727158,1412015
로체시스템즈(주),071280,2016/12,11738733,18596008,-388227,98858096,62382,24653968,48381391,4056272,1963210
로체시스템즈(주),071280,2017/12,16935067,6466260,5873206,337000209,246109,25403886,67335333,3330439,2601969
로체시스템즈(주),071280,2018/12,14581364,4483904,-1161443,73998396,64584,37113867,64619265,-1337810,843976
로체시스템즈(주),071280,2019/12,13062901,10042561,-2637524,79882256,118043,61564697,65303308,1097343,1650310
롯데관광개발(주),032350,2011/12,0,256655,720912,44177285,6952371,1643030,87726889,-10634403,0
롯데관광개발(주),032350,2012/12,0,266615,-4537508,41049913,8307777,1815666,6088734,-80963703,0
롯데관광개발(주),032350,2013/12,0,149325,-4693157,36131956,3299157,1366694,110801372,-4944759,0
롯데관광개발(주),032350,2014/12,0,155165,2043154,37946992,0,960823,110836651,274663,0
롯데관광개발(주),032350,2015/12,0,191460,-283363,40079120,964,101938164,160510954,-50381537,0
롯데관광개발(주),032350,2016/12,0,162120,3367344,46357657,71764,201570201,162808396,2904202,0
롯데관광개발(주),032350,2017/12,0,137200,6666014,67062152,42536,199286755,169476977,3352750,0
롯데관광개발(주),032350,2018/12,0,162200,5439579,71400517,39860,216654980,289598111,-101338410,0
롯데관광개발(주),032350,2019/12,4115081,193200,-17864950,82196674,1090706,444894645,314787326,-6335892,0
롯데렌탈(주),089860,2011/12,920676,13147887,-122813281,626132864,43977722,881080859,246745247,25353338,0
롯데렌탈(주),089860,2012/12,570279,20977856,-214564835,689593184,47293001,1103940935,255620977,17061854,0
롯데렌탈(주),089860,2013/12,786602,64418829,-304087247,848433566,51230391,1500601658,273670738,23833941,0
롯데렌탈(주),089860,2014/12,7365901,60007559,-272418043,1009823399,59078282,1901486278,300772296,30162510,0
롯데렌탈(주),089860,2015/12,8744034,21833396,-72431362,1200027650,68912550,2116624994,303642078,4275598,0
롯데렌탈(주),089860,2016/12,11363332,29109669,-237968089,1424552513,65677717,2408597483,518976210,19432973,0
롯데렌탈(주),089860,2017/12,13335051,10642859,-328033527,1659805051,68978900,2802346464,533779048,12145647,0
롯데렌탈(주),089860,2018/12,16652161,34561224,-218176104,1716101723,78944557,3087794225,529757275,13076225,0
롯데렌탈(주),089860,2019/12,22736901,23083610,-301979556,1872767462,92506981,3500202861,526277897,12969163,0
롯데쇼핑(주),023530,2011/12,1484169909,2311166526,1202747580,15181721989,149756862,11115381174,13215108109,742936627,169927
롯데쇼핑(주),023530,2012/12,1693109183,2492826735,1170519508,16121838219,141533677,12402201997,14190764598,1018214685,214637
롯데쇼핑(주),023530,2013/12,1924874201,2694413052,1376544203,16562962460,160844924,13670861293,15456271737,618470648,213936
롯데쇼핑(주),023530,2014/12,2106771459,2915028378,1362464400,16111643380,151665626,13623199868,15964763648,545317075,228316
롯데쇼핑(주),023530,2015/12,2036791818,2813445279,1017986632,16177331527,135221724,13471597247,15531707264,-304411961,291128
롯데쇼핑(주),023530,2016/12,2015161918,2708172640,1218461937,16042364597,117778152,13615937884,15505754250,51783337,255638
롯데쇼핑(주),023530,2017/12,494839549,1649516005,1655872903,10571819537,115886951,13133743542,12511986316,369637683,264332
롯데쇼핑(주),023530,2018/12,491729201,1111654262,382626946,10217788016,127528053,12375549148,11572207022,-502918275,207110
롯데쇼핑(주),023530,2019/12,484653821,332740613,1177270312,9695325161,311267800,11110901480,10665641822,-753701310,198992
롯데정밀화학(주),004000,2011/12,184368277,133107002,155839603,1333619886,551886,472047753,1085618888,73798524,17066066
롯데정밀화학(주),004000,2012/12,209154468,98637375,48056317,1430857079,0,671129664,1158356150,81303563,25892517
롯데정밀화학(주),004000,2013/12,196665773,118683762,71406012,1313929675,6109700,923131498,1135196516,7036855,36615365
롯데정밀화학(주),004000,2014/12,148950856,82903098,38994581,1211718026,17173681,861421111,1197280637,41501204,29254448
롯데정밀화학(주),004000,2015/12,149047812,78852436,110428830,1162112864,11479032,755936085,1124550342,44152629,24697307
롯데정밀화학(주),004000,2016/12,133343460,50182547,67676153,1110673838,10116001,712750393,1075259102,-33053896,11865856
롯데정밀화학(주),004000,2017/12,136425501,73747739,190784321,1157338009,9985356,707992036,1134881360,69737649,11412797
롯데정밀화학(주),004000,2018/12,169838600,88708615,272689166,1370099269,4528310,701889793,1278098074,172842805,11932981
롯데정밀화학(주),004000,2019/12,174708619,79973800,257631578,1310804146,2082184,670854810,1420869122,195608215,11374791
롯데정보통신(주),286940,2017/12,12926420,79485813,-17920244,123230957,266997,120737552,221692733,1443580,0
롯데정보통신(주),286940,2018/12,11154025,90459551,87196682,691242008,834770,117948251,379131621,31421028,0
롯데정보통신(주),286940,2019/12,6201340,108517381,103312070,772283145,224478,227474705,388918912,36888399,31038
롯데제과(주),280360,2017/12,154035015,79302502,31001162,403486275,3300875,1091814150,825130645,2991422,0
롯데제과(주),280360,2018/12,151631870,77076626,160223706,1586113348,16119482,990725402,1195505100,16815029,0
롯데제과(주),280360,2019/12,138867412,68528737,120642147,1530146291,17506000,940437389,1196397385,11059278,0
롯데지주(주),004990,2011/12,148255191,123014622,120548271,1521967420,18315771,964654043,2565170932,127203726,0
롯데지주(주),004990,2012/12,158708477,89196240,78794252,1524226498,15141111,960243130,2783908363,102925069,0
롯데지주(주),004990,2013/12,145256917,95712934,136873147,1610076953,12730153,1113333638,2935513253,73146973,0
롯데지주(주),004990,2014/12,164628938,110511891,75984485,1704596944,16942000,1154694755,2675714992,27540104,0
롯데지주(주),004990,2015/12,151814065,112877421,175819878,1775103212,16925000,1149059243,2797324064,36831003,0
롯데지주(주),004990,2016/12,166988785,100728867,91313225,1766907887,16038971,1137103734,2618416200,30594086,0
롯데지주(주),004990,2017/12,0,0,-10987922,32165981,4752175,15180560,4945201618,-20822520,0
롯데지주(주),004990,2018/12,0,0,116183391,262939649,37360912,12293080,5266870159,-629299356,0
롯데지주(주),004990,2019/12,0,0,198712503,389710509,79136000,21839554,5400513258,210792688,0
롯데칠성음료(주),005300,2011/12,197780882,185915000,113699980,1564310970,22773442,1401215244,2138949818,52387874,38000
롯데칠성음료(주),005300,2012/12,206556558,148990299,124867452,2015764732,24263041,1391633867,2276168115,87931304,54000
롯데칠성음료(주),005300,2013/12,199850639,156858254,206793352,2029594474,21467237,1513163962,2420522923,91346372,0
롯데칠성음료(주),005300,2014/12,234993718,156554093,144197396,2083653605,24792000,1663776045,2289360603,26587299,0
롯데칠성음료(주),005300,2015/12,217639773,161126985,271802312,2194880946,22992244,1796138129,2357999605,86494328,0
롯데칠성음료(주),005300,2016/12,223065828,165411049,174974573,2264211828,23130718,2049928861,2313306056,9389442,0
롯데칠성음료(주),005300,2017/12,238419514,167593000,131658654,2279282728,29789291,2234933776,1279111662,151579124,0
롯데칠성음료(주),005300,2018/12,248249502,106611000,81491519,2323272489,36924839,2107070968,1191959913,-54568101,0
롯데칠성음료(주),005300,2019/12,263998338,86273000,137808170,2343169358,36240888,1952561406,1209076770,-112293698,0
롯데케미칼(주),011170,2011/12,542406264,1094633762,1367894302,8463484253,50955961,2614891127,5090295526,748633828,26162172
롯데케미칼(주),011170,2012/12,891908409,1257095682,105718341,9095887163,52305063,2983464411,6124358094,343035975,27046321
