회사명,거래소코드,회계년도,이익잉여금(결손금)(*)(IFRS)(천원),법인세비용차감전순이익(손실)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),합계_기말인원(명),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),종가(원)
와토스코리아(주),079000,2015/12,56863232,,,,,96,21.13,10.78,1.67,0.85,10600
와토스코리아(주),079000,2016/12,59451074,,,,,97,20.6,14.68,1.02,0.73,8180
와토스코리아(주),079000,2017/12,61921581,,,,,111,17.18,12.04,0.89,0.62,6460
와토스코리아(주),079000,2018/12,63313648,,,,,111,19.27,13.02,0.78,0.53,5720
와토스코리아(주),079000,2019/12,63651959,,,,,111,26.32,20.05,0.66,0.5,5540
완리인터내셔널홀딩스,900180,2011/12,,47667116,259620555,79267446,178051968,,,,,,4390
완리인터내셔널홀딩스,900180,2012/12,,36110853,278060931,83504323,212618713,,,,,,3840
완리인터내셔널홀딩스,900180,2013/12,,38215102,352885031,129291703,222881615,,,,,,2135
완리인터내셔널홀딩스,900180,2014/12,,49757379,409325296,143552628,237822068,,,,,,3325
완리인터내셔널홀딩스,900180,2015/12,,49285910,495216984,186504769,269842389,,,,,,2510
완리인터내셔널홀딩스,900180,2016/12,,31884150,486863299,142815690,219272916,6,,,,,1210
완리인터내셔널홀딩스,900180,2017/12,,25630248,474768518,149579166,172646923,,,,,,458
우경(주),025920,2010/12,-5965048,-2815082,32714031,21408663,39220251,41,0,0,4.97,0.95,27950
우경(주),025920,2011/12,-12467231,-4952144,50135754,40469324,32901840,48,0,0,6.8,1.37,7250
우경(주),025920,2012/12,-17828915,-4388161,53236506,46240059,45363784,31,0,0,3.9,0.64,2725
우리바이오(주),082850,2010/12,113670764,11147177,740476621,510619384,208908195,621,53.63,32.18,2.37,1.42,6910
우리바이오(주),082850,2011/12,102413990,10976388,410891575,186579568,339099174,42,0,0,1.73,0.55,4550
우리바이오(주),082850,2012/12,76507955,34739904,439734968,221055864,628399497,35,0,0,1.7,0.89,4965
우리바이오(주),082850,2013/12,60761401,-8508516,695163736,413131860,1039767497,116,0,0,1.73,0.73,2885
우리바이오(주),082850,2014/12,31783714,-15394175,800922219,552458516,1305506567,175,0,0,1.24,0.5,1835
우리바이오(주),082850,2015/12,3054924,-5713755,910183199,674450828,1869414245,136,0,0,1.72,0.79,2700
우리바이오(주),082850,2016/12,-6864570,-48979601,817876645,586618827,1533518881,158,0,0,1.36,0.54,1570
우리바이오(주),082850,2017/12,-4460802,-22325818,613368695,451452843,1474632347,233,38.17,22.47,0.84,0.49,1415
우리바이오(주),082850,2018/12,-9552623,-29201092,605176594,484832622,1279626989,29,0,0,0.76,0.31,839
우리바이오(주),082850,2019/12,-8223835,10397290,609992444,482780768,1672648383,55,46.41,18.96,0.79,0.32,1120
우리산업(주),215360,2015/12,10327047,12829597,186170999,131463221,196717325,357,,,,,28000
우리산업(주),215360,2016/12,23125160,16357884,188788295,122212814,258789641,333,27,10.98,6.08,2.48,23150
우리산업(주),215360,2017/12,33561769,14348153,230688301,132005315,279396173,352,34.91,16.52,4.55,2.15,35100
우리산업(주),215360,2018/12,43059187,16389138,249603981,138251444,332788192,348,33.21,20.66,3.77,2.35,36350
우리산업(주),215360,2019/12,47619680,11665927,245838845,129203492,318793341,361,53.83,22.9,3.58,1.52,20400
우리산업홀딩스(주),072470,2010/12,22275065,5621772,139487404,97272066,164269303,291,15.4,8.73,1.31,0.74,2870
우리산업홀딩스(주),072470,2011/12,25066450,6862186,160255894,110780175,200838433,294,20.8,10.01,1.9,0.91,5340
우리산업홀딩스(주),072470,2012/12,27452970,7751117,172838588,115190389,243068130,298,29.45,14.33,2.05,1,3560
우리산업홀딩스(주),072470,2013/12,35997581,16324225,197709758,123273516,290345923,351,25.95,5.84,4.17,0.94,10600
우리산업홀딩스(주),072470,2014/12,46826291,18238723,245655877,158065198,313831921,354,22.73,12.52,4.09,2.25,10150
우리산업홀딩스(주),072470,2015/12,66350168,11862280,315014057,160249224,225307248,4,9.42,3.05,1.86,0.6,12000
우리산업홀딩스(주),072470,2016/12,5669213,20736190,320032160,151617783,320883363,14,324.98,145.8,2.43,1.09,7190
우리산업홀딩스(주),072470,2017/12,3225835,12247920,353638206,157825034,332838238,15,0,0,1.85,1.17,7000
우리산업홀딩스(주),072470,2018/12,2287004,10375454,389910894,168078925,387019864,14,2497.99,1072.76,1.59,0.68,6210
우리산업홀딩스(주),072470,2019/12,1350902,6668352,395296111,173111595,378244799,16,2267.57,874.09,1.4,0.54,3010
우리손에프앤지농업회사법인(주),073560,2010/12,25550150,,,,,,0,0,0,0,
우리손에프앤지농업회사법인(주),073560,2011/12,24037895,,,,,,0,0,0,0,
우리손에프앤지농업회사법인(주),073560,2012/12,23191133,,,,,,0,0,0,0,
우리손에프앤지농업회사법인(주),073560,2013/12,21239214,,,,,,0,0,0,0,
우리손에프앤지농업회사법인(주),073560,2014/12,28488941,,,,,,0,0,0,0,
우리손에프앤지농업회사법인(주),073560,2015/12,32734117,22827584,238127913,145027461,155021912,,0,0,0,0,
우리손에프앤지농업회사법인(주),073560,2016/12,35680127,22516634,265862668,127737556,186697990,121,68.39,31.77,1.88,0.87,2320
우리손에프앤지농업회사법인(주),073560,2017/12,44669393,40829582,290410011,126311470,209731269,121,21.78,14.94,1.65,1.13,2350
우리손에프앤지농업회사법인(주),073560,2018/12,48881724,19454756,355933918,171854212,236789278,128,44.58,23.98,1.61,0.87,1575
우리손에프앤지농업회사법인(주),073560,2019/12,49618418,5092130,370556224,183012716,225233901,130,99.81,46.27,1.99,0.92,2020
우리엔터프라이즈(주),037400,2010/12,46383830,950153,112599098,32872696,30431528,82,72.56,39.49,1.16,0.63,4350
우리엔터프라이즈(주),037400,2011/12,50113583,6863112,112931763,29188161,33877306,106,12.87,7.07,0.7,0.38,2985
우리엔터프라이즈(주),037400,2012/12,49676039,102195,135695052,30155799,29141930,51,129.71,44.57,1.44,0.49,2245
우리엔터프라이즈(주),037400,2013/12,50097366,-7889071,760307212,443103009,1060411285,75,65.42,36.66,0.7,0.39,2145
우리엔터프라이즈(주),037400,2014/12,48641104,-16431157,863881151,581090957,1327073033,67,0,0,0.73,0.34,1630
우리엔터프라이즈(주),037400,2015/12,43792954,-11097266,958083383,694038439,1893541261,89,0,0,1.53,0.41,3510
우리엔터프라이즈(주),037400,2016/12,40227182,-53467346,873937395,608966971,1563934952,74,0,0,0.98,0.44,2120
우리엔터프라이즈(주),037400,2017/12,35864999,-21657612,682753088,487299100,1496166599,52,0,0,0.57,0.39,1635
우리엔터프라이즈(주),037400,2018/12,18082910,-29483214,676603114,517614310,1302291027,65,0,0,0.55,0.24,1020
우리엔터프라이즈(주),037400,2019/12,16221168,10293152,674989563,509875852,1697725764,60,0,0,0.4,0.27,1220
우리이앤엘(주),153490,2010/12,3907778,-1605946,115261935,84611810,81599841,,0,0,0,0,
우리이앤엘(주),153490,2011/12,27561838,19890364,193199112,146526659,250297412,,0,0,0,0,
우리이앤엘(주),153490,2012/12,41587252,17636520,289890691,229506338,508945947,290,0,0,0,0,
우리이앤엘(주),153490,2013/12,36738100,-10114518,267497352,175137453,256098908,300,0,0,2.39,0.8,3800
우리이앤엘(주),153490,2014/12,36391405,-4146428,230118401,144374100,197496456,152,0,0,1.62,0.61,2160
우리이앤엘(주),153490,2015/12,37164607,-5537250,195976695,113183448,189509627,144,130.71,60.53,1.02,0.47,1460
우리이앤엘(주),153490,2016/12,23129301,-19841935,178847937,94914361,147083679,151,0,0,0.72,0.37,1480
우리이앤엘(주),153490,2017/12,-14134026,-26300012,128015195,73968610,158647596,131,0,0,1.07,0.7,1035
우리이앤엘(주),153490,2018/12,-13996624,2680268,122849281,66752236,142862234,86,267.34,122.28,0.81,0.37,698
우리이앤엘(주),153490,2019/12,-14085643,5178254,98003925,36954489,133202816,84,183.49,104.33,0.8,0.46,1075
우림피티에스(주),101170,2010/12,42052382,10126365,85366086,20380850,50269064,108,15.76,8.79,1.97,1.1,8290
우림피티에스(주),101170,2011/12,50796861,11805560,95961138,23113742,70022261,105,11.11,6.32,1.47,0.84,7580
우림피티에스(주),101170,2012/12,54850761,6163917,94077314,14773213,52729024,113,21.57,12.22,1.44,0.81,7690
우림피티에스(주),101170,2013/12,56231951,4126144,96865146,16499786,57006665,125,71.13,33.68,1.72,0.81,6170
우림피티에스(주),101170,2014/12,60489813,,,,,138,19.42,12.15,1.15,0.72,4400
우림피티에스(주),101170,2015/12,64034412,,,,,127,16.53,11.63,0.87,0.61,3975
우림피티에스(주),101170,2016/12,64583751,,,,,135,115.13,38.34,1.58,0.53,8270
우림피티에스(주),101170,2017/12,62174777,,,,,167,0,0,1.72,0.58,4050
우림피티에스(주),101170,2018/12,65601831,,,,,191,22.31,8.63,1.09,0.42,3690
우림피티에스(주),101170,2019/12,63957317,,,,,174,0,0,0.79,0.48,3165
우수AMS(주),066590,2010/12,15362261,5023430,130385887,103639793,160923475,261,9.94,5.61,0.83,0.47,1175
우수AMS(주),066590,2011/12,17509330,1643746,131275302,104773891,201714828,240,11.25,6.89,0.88,0.54,1180
우수AMS(주),066590,2012/12,17580040,-903950,126829994,102301420,188671084,241,88.04,32.31,1.66,0.61,1335
우수AMS(주),066590,2013/12,21013823,3739105,139634527,113848548,208889824,235,10.69,5.73,1.21,0.65,1720
우수AMS(주),066590,2014/12,21549817,4568640,137218064,106006309,218887280,239,80.85,51.84,1.35,0.87,1850
우수AMS(주),066590,2015/12,21933680,2778019,145533579,112540956,230366254,237,160.93,68.18,1.9,0.8,2895
우수AMS(주),066590,2016/12,24650593,6735531,151156146,97188653,241835491,264,37.16,14.82,2.03,0.81,3770
우수AMS(주),066590,2017/12,26452050,4442204,157142243,97951171,228059906,272,38.8,20.46,1.84,0.97,2435
우수AMS(주),066590,2018/12,28212277,1858017,164861419,105298078,244005777,280,82.37,23.56,3.7,1.06,3710
우수AMS(주),066590,2019/12,29420701,582113,180875991,120564109,252858383,278,131.19,57.52,2.67,1.17,3080
우양에이치씨(주),101970,2010/12,30364220,,,,,,0,0,0,0,
우양에이치씨(주),101970,2011/12,37092006,,,,,,0,0,0,0,
우양에이치씨(주),101970,2012/12,43315296,,,,,334,10.32,6.61,0.84,0.54,4610
우양에이치씨(주),101970,2013/12,55063143,,,,,345,14.12,7.49,1.29,0.68,6250
우원개발(주),046940,2010/12,-57201673,-4812485,105233633,58249594,143701251,210,0,0,1.39,0.03,1455
우원개발(주),046940,2011/12,3665672,2735801,116715507,68737409,129043606,242,7.44,3.42,0.53,0.24,903
우원개발(주),046940,2012/12,4946704,-676072,122344926,74203449,173481187,275,55.05,10.08,1.53,0.28,1700
우원개발(주),046940,2013/12,91122,-5062336,115281384,73112893,192523735,239,0,0,1.04,0.54,1830
우원개발(주),046940,2014/12,1602772,3449909,116037044,71777709,210111208,242,26.42,12.85,1.09,0.53,1715
우원개발(주),046940,2015/12,9998196,14182820,122362303,69473200,253428631,237,13.23,2.83,2.22,0.47,5760
우원개발(주),046940,2016/12,16519000,5459405,117237967,57991926,207133307,204,20.43,8.2,2.25,0.9,4475
우원개발(주),046940,2017/12,19154885,608895,189209859,130274154,183640678,178,32.97,19.15,1.44,0.84,3755
우원개발(주),046940,2018/12,20831804,-2181283,186900503,125009001,218641536,172,35.35,9.74,2.26,0.62,4030
우원개발(주),046940,2019/12,22297600,18586934,201931965,118756101,290210341,175,74.91,24.68,1.81,0.6,6940
우진비앤지(주),018620,2010/12,10826551,,,,,73,13.62,8.55,0.98,0.62,2840
우진비앤지(주),018620,2011/12,11332216,,,,,71,29.74,12.66,1.25,0.53,3940
우진비앤지(주),018620,2012/12,12142047,,,,,80,16.49,8.46,1.16,0.59,4500
우진비앤지(주),018620,2013/12,12362226,,,,,86,45.06,24.74,1.47,0.81,3820
우진비앤지(주),018620,2014/12,12737825,,,,,96,75.03,28.72,3.03,1.16,3180
우진비앤지(주),018620,2015/12,12969998,,,,,105,269.09,75.31,4.44,1.24,5000
우진비앤지(주),018620,2016/12,12719263,,,,,106,608.35,282.77,5.05,2.35,7230
우진비앤지(주),018620,2017/12,8280619,,,,,123,0,0,4.63,2.58,4950
우진비앤지(주),018620,2018/12,2700046,-6632216,60048957,33536329,28130629,96,0,0,4.54,1.16,2135
우진비앤지(주),018620,2019/12,-9548617,126109,85132438,46429842,29655800,95,0,0,3.96,1.44,2450
울트라건설(주),004320,2010/12,40885358,13060140,628646353,521179488,702495841,424,18.18,8.14,0.82,0.37,7850
울트라건설(주),004320,2011/12,-10059659,-63271193,686704458,625380106,514895688,373,0,0,1.2,0.38,3000
울트라건설(주),004320,2012/12,-6044782,5801007,556827919,490438367,448169123,359,10.34,5.14,0.71,0.35,2925
울트라건설(주),004320,2013/12,1249519,8283777,444579119,368425997,652995533,413,8.78,3.66,0.78,0.32,4660
울트라건설(주),004320,2014/12,-141419567,-136964257,230979282,309337258,244838775,235,0,0,0,0,1180
원텍(주),336570,2019/12,,,,,,1,,,,,2000
원풍물산(주),008290,2010/12,-3827317,,,,,43,39.95,21.86,1.3,0.71,1645
원풍물산(주),008290,2011/12,-2636399,,,,,40,48.71,19.41,1.81,0.72,1125
원풍물산(주),008290,2012/12,432619,,,,,39,170.57,49.97,3.61,1.06,790
원풍물산(주),008290,2013/12,621225,514564,55570521,33439717,47766868,43,252.13,141.09,2,1.12,1115
원풍물산(주),008290,2014/12,823237,-106150,57285892,33638586,47947042,44,454.32,124.39,4.4,1.2,1900
원풍물산(주),008290,2015/12,-10688202,,,,,49,0,0,19.16,2.6,6150
원풍물산(주),008290,2016/12,-11323867,,,,,42,0,0,9.75,3.39,3915
원풍물산(주),008290,2017/12,-11126047,,,,,47,2634.95,1356.84,7.24,3.73,3315
원풍물산(주),008290,2018/12,-14705604,,,,,50,0,0,11.62,4.43,3070
원풍물산(주),008290,2019/12,-20155745,,,,,52,0,0,5.37,2.64,3385
웨이포트유한공사,900130,2010/12,,7553948,113697510,66487710,125739390,,,,,,1100
웨이포트유한공사,900130,2011/12,,605224,149886885,99897579,126958363,,,,,,509
웨이포트유한공사,900130,2012/12,,-8678809,157747167,117624703,135673119,,,,,,415
웨이포트유한공사,900130,2013/12,,-7933059,206734660,175815754,152832871,,,,,,425
웨이포트유한공사,900130,2014/12,,-9913725,231478508,210457789,169303680,,,,,,860
웨이포트유한공사,900130,2015/12,,-2028736,251717032,234855107,206837083,,,,,,968
웨이포트유한공사,900130,2016/12,,-593483,233500596,219073756,181402683,,,,,,1370
웰바이오텍(주),010600,2010/12,-30886259,-10355063,63526574,26122436,86836584,32,0,0,2.32,0.51,180
웰바이오텍(주),010600,2011/12,-28721919,2403930,71154950,31479028,119782625,40,7.08,0.41,0.39,0.02,1020
웰바이오텍(주),010600,2012/12,-30975603,-2885119,61813589,25773307,136748153,34,0,0,0.66,0.33,1190
웰바이오텍(주),010600,2013/12,-28595384,2968920,61228213,20539410,137762428,34,10.93,6.47,0.61,0.36,1390
웰바이오텍(주),010600,2014/12,-30923437,-6087695,61253425,26132414,119630044,37,0,0,1.23,0.48,1970
웰바이오텍(주),010600,2015/12,-28350778,1539635,59088348,22515700,112488077,39,18.84,11.3,1.1,0.66,2390
웰바이오텍(주),010600,2016/12,-26716559,-2058269,59864700,26006729,85292459,33,27.4,16.81,1.06,0.65,2005
웰바이오텍(주),010600,2017/12,-49064897,-9037551,87006465,60156618,70785771,34,0,0,3.57,1.32,3580
웰바이오텍(주),010600,2018/12,-62985355,-14466546,111157697,34755553,73932352,41,0,0,2.28,0.55,5020
웰바이오텍(주),010600,2019/12,-80380692,-16398541,119823956,44187470,83816106,37,0,0,3.87,1.21,2185
웹케시(주),053580,2010/12,,,,,,,,,,,
웹케시(주),053580,2011/12,,,,,,,,,,,
웹케시(주),053580,2012/12,,,,,,,,,,,
웹케시(주),053580,2013/12,,,,,,,,,,,
웹케시(주),053580,2014/12,,,,,,,,,,,
웹케시(주),053580,2015/12,8988227,2471277,39201171,25718314,88717924,,0,0,0,0,
웹케시(주),053580,2016/12,9057634,1061944,40435372,26968460,91823778,,0,0,0,0,
웹케시(주),053580,2017/12,13350233,4560349,35716018,19178748,77432987,,0,0,0,0,
웹케시(주),053580,2018/12,18134695,6962359,37133610,14785134,77999972,232,0,0,0,0,
웹케시(주),053580,2019/12,26091247,,,,,210,49.49,17.92,10.66,3.86,42850
위더스제약(주),330350,2010/06,,,,,,,,,,,
위더스제약(주),330350,2011/06,,,,,,,,,,,
위더스제약(주),330350,2012/06,,,,,,,,,,,
위더스제약(주),330350,2013/06,,,,,,,,,,,
위더스제약(주),330350,2014/06,,,,,,,,,,,
위더스제약(주),330350,2015/06,,,,,,,,,,,
위더스제약(주),330350,2016/06,,,,,,,,,,,
위더스제약(주),330350,2017/06,,,,,,,,,,,
위더스제약(주),330350,2018/06,42546124,,,,,,0,0,0,0,
위더스제약(주),330350,2019/06,50878808,,,,,,0,0,0,0,
위즈코프(주),038620,2010/12,8201212,2028470,41102810,2125051,15803116,32,16.83,9.81,1.12,0.65,965
위즈코프(주),038620,2011/12,2703225,-9196049,31662265,1051977,11225533,39,0,0,0.88,0.4,755
위즈코프(주),038620,2012/12,3264677,367085,32195782,1153870,10386044,25,61.23,29.75,1.02,0.49,648
위즈코프(주),038620,2013/12,3001954,-1577861,37817468,6114718,10595492,27,0,0,1,0.5,700
위즈코프(주),038620,2014/12,3722895,-210911,37766710,6090413,11091097,24,36.57,25.43,0.74,0.51,734
위즈코프(주),038620,2015/12,4623837,871871,36085604,1695027,13863123,54,94.72,25.49,2.21,0.6,2335
위즈코프(주),038620,2016/12,6022065,1132304,43738671,5332136,29645403,55,56.83,27.19,1.93,0.92,1360
위즈코프(주),038620,2017/12,7856085,1647835,45944152,4783772,36272381,48,61.47,22.78,2.59,0.96,1480
위즈코프(주),038620,2018/12,4789466,307895,44698781,4176007,39602235,85,0,0,1.5,0.73,1140
위즈코프(주),038620,2019/12,2177204,-25033,41680874,1717907,36756137,83,0,0,1.43,0.84,1115
윈텍(주),320000,2019/12,,,,,,1,,,,,2075
윙입푸드홀딩스,900340,2018/12,,27751859,110058296,26064542,96175443,344,,,,,1395
윙입푸드홀딩스,900340,2019/12,,16130838,126212171,26064013,111593709,399,,,,,2145
유니셈(주),036200,2010/12,19832624,4698151,87447924,42599313,96148095,341,10.9,4.18,1.07,0.41,2320
유니셈(주),036200,2011/12,21866486,2306981,93488580,46082235,78653054,351,16.6,7.04,0.69,0.29,1480
유니셈(주),036200,2012/12,22360579,1624697,82562258,33578435,76673094,279,24.24,16.18,0.49,0.33,1655
유니셈(주),036200,2013/12,24057315,1546421,96981244,44880204,77660080,296,20.08,10.63,0.7,0.37,2190
유니셈(주),036200,2014/12,27039517,2229202,101117477,42745369,96456950,354,17.34,8.5,0.89,0.44,1955
유니셈(주),036200,2015/12,31475480,6540281,96001310,31855565,109641190,366,71.54,6.86,5.06,0.48,12850
유니셈(주),036200,2016/12,39048537,7139758,95652492,27613799,115417105,437,68.41,20.52,8.43,2.53,6300
유니셈(주),036200,2017/12,59014787,26226069,129995506,43196063,209284354,539,11.8,7.13,2.87,1.74,6280
유니셈(주),036200,2018/12,72614999,25524470,141265243,37033245,214304332,662,21.45,5.67,3.39,0.89,3235
유니셈(주),036200,2019/12,92949682,25660001,167715642,43936455,179032324,725,8.97,4.03,1.63,0.73,5430
유니슨(주),018000,2010/12,-5360669,-18064150,453543819,352741411,63031999,222,0,0,4.56,1.62,6290
유니슨(주),018000,2011/12,-83416090,-41724697,330844651,235502772,66547161,221,0,0,4.83,1.68,8000
유니슨(주),018000,2012/12,4880189,-18530214,332366396,198894673,113870608,239,189.51,109.64,3.47,2.01,6850
유니슨(주),018000,2013/12,-71660272,-55168776,291119882,229486992,40746103,223,0,0,5.75,1.69,2530
유니슨(주),018000,2014/12,-13011717,-13119618,307339723,260344334,81980548,194,0,0,3.25,1.65,2630
유니슨(주),018000,2015/12,-21258706,-19140728,237813154,196412198,118346511,199,0,0,4,1.42,1475
유니슨(주),018000,2016/12,-32570829,-23413522,239820603,210851442,52519512,206,0,0,5.01,2.81,1420
유니슨(주),018000,2017/12,13224097,2406142,266962413,222165070,186653299,189,31.26,7.5,6.79,1.63,4005
유니슨(주),018000,2018/12,5849465,-14447570,229657555,157638685,165234057,200,0,0,4.5,1.55,1575
유니슨(주),018000,2019/12,-14851793,-4057274,236352875,165157726,75933109,205,0,0,2.2,1.04,1005
유니온머티리얼(주),047400,2010/12,32146210,7696877,120142082,38365694,80447668,259,102.4,64.56,8.04,5.07,14600
유니온머티리얼(주),047400,2011/12,36540423,7890246,134831291,48283643,89123064,263,118.57,9.17,9,0.7,2035
유니온머티리얼(주),047400,2012/12,37139656,5150754,143208299,55715702,98469090,270,45.32,20.1,2.04,0.91,2040
유니온머티리얼(주),047400,2013/12,40760602,6199980,144373713,53266725,98030267,268,18.32,13.4,1.12,0.82,1770
유니온머티리얼(주),047400,2014/12,42367923,3737346,146707527,53997100,105740666,299,34.23,20.61,1.36,0.82,2190
유니온머티리얼(주),047400,2015/12,44380055,6404090,145698700,50792664,106583823,289,25.07,16.19,1.34,0.87,2800
유니온머티리얼(주),047400,2016/12,48832109,8325321,144778673,45497701,107248041,276,33.77,14.62,2.35,1.02,2950
유니온머티리얼(주),047400,2017/12,47945334,-669445,140497532,49353202,109898285,275,0,0,1.56,1.12,2450
유니온머티리얼(주),047400,2018/12,37188953,-11682722,144252759,65725036,112336021,296,0,0,1.64,0.92,1815
유니온머티리얼(주),047400,2019/12,37241975,3649233,174875889,88749617,109109285,305,49.35,21,2.02,0.86,2360
유니온스틸(주),003640,2010/12,621661940,41744870,2420547242,1686908486,2757234246,878,5.95,3.16,0.44,0.23,28950
유니온스틸(주),003640,2011/12,628070634,-249899,2435075871,1716559377,2719237801,922,29.6,13.99,0.43,0.2,16100
유니온스틸(주),003640,2012/12,584977824,-27970469,2353835840,1673994128,2496410394,940,0,0,0.32,0.16,11600
유니온스틸(주),003640,2013/12,610825639,8983773,2079168131,1402113510,2243849120,943,6.71,4.16,0.25,0.16,14700
유니퀘스트(주),077500,2010/12,71730355,9533760,136583420,41208583,218969287,131,9.37,6.87,0.6,0.44,3225
유니퀘스트(주),077500,2011/12,78451027,17230891,159106470,56650616,223762069,107,8.21,4.64,0.6,0.34,3690
유니퀘스트(주),077500,2012/12,85409455,23421472,187396014,68992084,201158744,102,17.87,6.61,1.26,0.47,9280
유니퀘스트(주),077500,2013/12,98872826,31359480,218347948,71905712,211216575,62,16.66,8.82,1.98,1.05,14150
유니퀘스트(주),077500,2014/12,115479674,19161440,244003513,71498776,282338116,169,13.71,5.73,1.75,0.73,9750
유니퀘스트(주),077500,2015/12,119846155,2496069,244386643,75019724,295982238,162,27.61,5.38,2.86,0.56,3795
유니퀘스트(주),077500,2016/12,119762455,1404147,284420090,101822564,263584730,148,38.95,15.79,1.34,0.55,7330
유니퀘스트(주),077500,2017/12,123459001,13285036,266917348,86252933,246092146,157,45.53,27.12,1.86,1.11,9660
유니퀘스트(주),077500,2018/12,125576734,16638833,324112689,132517383,270301572,161,73.87,35.63,2.08,1,6380
유니퀘스트(주),077500,2019/12,127213484,19104604,349702333,135266547,335250952,172,49.39,31.73,1.46,0.94,6670
유비벨록스(주),089850,2010/12,21367925,11775531,55251606,12789420,80279645,350,11.39,5.43,3.05,1.45,17450
유비벨록스(주),089850,2011/12,31153301,10490882,88204430,34399273,96776564,385,19.53,8.82,4.13,1.86,29850
유비벨록스(주),089850,2012/12,38037216,6566306,109613545,40611092,87217780,375,28.74,19.16,3.25,2.16,25200
유비벨록스(주),089850,2013/12,36033622,-311730,122722263,54083025,80856319,325,0,0,2.83,1.32,14700
유비벨록스(주),089850,2014/12,32834154,-5597493,110788363,44723247,61872372,251,0,0,2.01,0.9,13050
유비벨록스(주),089850,2015/12,30910101,-7876819,119703452,53510250,81877472,247,0,0,2.13,1.07,17300
유비벨록스(주),089850,2016/12,33166821,-4403238,124996029,51414132,96448027,250,55.13,28.35,1.65,0.85,10650
유비벨록스(주),089850,2017/12,15709041,-6882089,126996795,59411785,99361947,261,0,0,1.5,1.04,9550
유비벨록스(주),089850,2018/12,34857430,-4692,289458122,119225766,108635626,284,15.39,5.57,2.25,0.82,4940
유비벨록스(주),089850,2019/12,42113685,9483920,291875648,109195140,279431721,277,9.11,4.64,1.67,0.85,6530
유성기업(주),002920,2010/12,140667637,18749184,279392361,92959113,230104102,743,12.65,7.07,0.58,0.32,2585
유성기업(주),002920,2011/12,143246463,22071885,330691056,130540787,279716885,710,15.53,6.2,0.84,0.34,2300
유성기업(주),002920,2012/12,149402713,41406907,328962825,109583933,298708961,706,7.72,5.14,0.53,0.35,3220
유성기업(주),002920,2013/12,168093781,30668107,353659805,104049016,284284981,716,11.15,5.67,0.79,0.4,4465
유성기업(주),002920,2014/12,171657190,27052682,377733035,110444316,303454306,718,24.62,12.23,1.08,0.54,5220
유성기업(주),002920,2015/12,174651648,22421211,373789816,91217997,267926688,702,37.21,23.12,0.8,0.5,4150
유성기업(주),002920,2016/12,179134247,14851945,377300325,88189248,257795674,665,17.76,13.76,0.57,0.44,4435
유성기업(주),002920,2017/12,182911926,10216522,382743466,90978942,251728704,641,19.54,14.71,0.59,0.44,3560
유성기업(주),002920,2018/12,182279531,11018371,375587754,85161640,246613791,634,31.08,21.38,0.48,0.33,2910
유성기업(주),002920,2019/12,191153044,21315047,396398403,90542760,259585534,635,7.64,5.52,0.43,0.31,2660
유아이엘(주),049520,2010/12,82981761,-2687196,143415019,37645544,172738166,446,0,0,0.77,0.37,3860
유아이엘(주),049520,2011/12,75647806,-2521991,127293077,24792806,149736589,342,0,0,0.47,0.21,2265
유아이엘(주),049520,2012/12,82391528,7754374,133086633,27125913,157496248,324,12.2,3.73,0.81,0.25,6670
유아이엘(주),049520,2013/12,92166433,20901475,186688321,64834317,286343979,428,12.83,6.4,1.3,0.65,10450
유아이엘(주),049520,2014/12,101241909,31609303,234469608,96871296,416854797,451,11.19,7.43,1.42,0.94,13100
유아이엘(주),049520,2015/12,93350735,22703662,237498161,91912089,454032615,483,0,0,1.93,0.87,12300
유아이엘(주),049520,2016/12,98381381,21691559,251407975,77704747,444330193,435,14.09,9.88,1.14,0.8,10400
유아이엘(주),049520,2017/12,84976807,20846151,244270993,70118433,479784155,412,150.72,54.61,1.72,0.62,6510
유아이엘(주),049520,2018/12,72816415,11668517,220193003,52236042,423594391,341,0,0,1.49,0.86,4460
유아이엘(주),049520,2019/12,64171172,12584313,211559225,41928476,408486203,323,0,0,1.34,0.97,5190
유엔젤(주),072130,2010/12,59180764,4983756,94043220,11679934,54252632,192,18.31,8.76,1.31,0.63,4370
유엔젤(주),072130,2011/12,59253343,1875847,91344787,10612260,49530340,212,36.53,20.41,0.86,0.48,4310
유엔젤(주),072130,2012/12,45523952,-12239887,81354992,11890930,49658661,232,0,0,1.75,0.87,5220
유엔젤(주),072130,2013/12,41983285,-3671855,72642507,8301857,48121695,254,0,0,1.41,0.76,3625
유엔젤(주),072130,2014/12,32120836,-6832413,60241807,7226036,35389422,216,0,0,1.65,0.69,4705
유엔젤(주),072130,2015/12,31572139,1883224,62111452,9404040,41156827,202,162.19,93.86,1.92,1.11,5680
유엔젤(주),072130,2016/12,23131534,-4655196,58271070,12015467,30341828,201,0,0,2.15,1.26,5080
유엔젤(주),072130,2017/12,16733253,-3860826,51217643,11407379,31907135,204,0,0,2.32,1.24,4395
유엔젤(주),072130,2018/12,21393143,2083031,51154130,10200149,33517791,206,48.52,25.11,1.91,0.99,4375
유엔젤(주),072130,2019/12,17774573,-4193093,46198028,10751209,26557494,197,0,0,2.86,1.21,5170
