회사명,거래소코드,회계년도,이익잉여금(결손금)(*)(IFRS)(천원),법인세비용차감전순이익(손실)(IFRS)(천원),자산(*)(IFRS)(천원),부채(*)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),합계_기말인원(명),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),종가(원)
서울식품공업(주),004410,2018/12,-7332426,643627,77402788,49858736,70764347,246,173.82,78.46,4.01,1.81,177
서울식품공업(주),004410,2019/12,-9914079,-2007048,75967415,51005016,62148306,276,0,0,3.17,2.13,176
서울전자통신(주),027040,2010/12,7216552,15748421,74739289,12820485,11793209,94,8.4,3.78,1.57,0.7,843
서울전자통신(주),027040,2011/12,22324279,784303,79145140,16666558,13551735,1374,92.22,36.38,0.93,0.37,507
서울전자통신(주),027040,2012/12,8517042,-12531819,68045948,19377061,11326718,1205,0,0,0.93,0.56,511
서울전자통신(주),027040,2013/12,17910396,10562805,74304752,16248479,18703058,125,7.85,2.99,1.29,0.49,947
서울전자통신(주),027040,2014/12,570953,-15632558,64625851,23199732,23263640,134,0,0,1.66,0.64,470
서울전자통신(주),027040,2015/12,-8705006,328253,58083293,25078632,22024579,86,0,0,2.93,0.82,987
서울전자통신(주),027040,2016/12,-3643135,6323868,74091222,33278224,63472126,123,21.46,10.44,2.76,1.34,1260
서울전자통신(주),027040,2017/12,-5975727,-2598413,68500033,28342761,62957787,90,0,0,4.44,1.85,1190
서울전자통신(주),027040,2018/12,-8146277,-3531753,67054114,29138225,59903532,88,0,0,2.73,1.65,1165
서울전자통신(주),027040,2019/12,-4780607,-591317,130365236,33584008,38717411,81,33.69,17.94,1.2,0.64,1010
서호전기(주),065710,2010/12,39617141,1436535,52561228,4840826,19873839,97,52.58,33.04,1.05,0.66,6510
서호전기(주),065710,2011/12,38967709,-108817,50400439,4687146,21888198,106,221.11,82.71,1.79,0.67,6690
서호전기(주),065710,2012/12,39842687,897803,50575060,4221993,25168666,106,76.22,31.2,1.46,0.6,7400
서호전기(주),065710,2013/12,40840591,1653862,51067043,3721513,26241490,110,27.85,17.57,0.91,0.57,5510
서호전기(주),065710,2014/12,42632093,3124405,58244940,8862777,34066244,109,17.46,10.41,0.94,0.56,7970
서호전기(주),065710,2015/12,43599095,3855324,63513814,12961601,51884472,108,30.35,12.01,1.93,0.76,10250
서호전기(주),065710,2016/12,49022622,10523233,78119320,20697774,58404177,113,8.75,5.05,1.44,0.83,11550
서호전기(주),065710,2017/12,51186711,7269272,76113311,16229821,43617806,111,13.14,8.79,1.41,0.95,14250
서호전기(주),065710,2018/12,52966631,5660318,77829234,16171056,30280041,114,25.23,11.54,2.06,0.94,11750
서호전기(주),065710,2019/12,65217554,18994314,91561027,17654803,64058562,119,9.66,3.87,2.16,0.86,23400
선도전기(주),007610,2010/12,24817612,281298,94611872,20087675,45277418,157,290.53,125.77,1.07,0.46,2350
선도전기(주),007610,2011/12,25374703,975148,97203365,27177299,64159266,155,52.95,28.94,0.81,0.44,2840
선도전기(주),007610,2012/12,24829886,-645749,93652310,24424509,54365399,168,0,0,1.1,0.59,2565
선도전기(주),007610,2013/12,25507100,1237000,123845516,50907058,108287011,175,80.32,51.88,0.92,0.59,2420
선도전기(주),007610,2014/12,25672715,558156,127401998,55887851,88927844,181,197.47,147.25,0.79,0.59,2335
선도전기(주),007610,2015/12,26598402,1967835,127898585,56888695,90034499,179,34,25.67,0.75,0.57,2640
선도전기(주),007610,2016/12,28418742,2337524,138620723,64906330,93020438,189,54.07,19.72,1.57,0.57,4395
선도전기(주),007610,2017/12,29272118,1040294,146810320,67647185,106565980,192,84.96,49.6,1.13,0.66,3165
선도전기(주),007610,2018/12,34200151,-550837,140240335,65569938,82274211,183,12932.44,4186.06,2.47,0.8,4415
선도전기(주),007610,2019/12,35592055,193864,157309179,79922835,88162759,187,0,0,1.56,0.65,3035
선바이오(주),067370,2010/12,,,,,,,,,,,
선바이오(주),067370,2011/12,,,,,,,,,,,
선바이오(주),067370,2012/12,,,,,,,,,,,
선바이오(주),067370,2013/12,1328389,729940,4483394,1148444,2122357,,0,0,0,0,
선바이오(주),067370,2014/12,2536304,1503995,4926231,383365,2170837,,0,0,0,0,
선바이오(주),067370,2015/12,1263131,-1165957,7932254,269538,1679812,18,0,0,0,0,
선바이오(주),067370,2016/12,-348283,-1633283,6969357,680953,1138406,20,0,0,0,0,
선바이오(주),067370,2017/12,-2144767,-1796484,5881758,700465,2119416,17,0,0,0,0,
선바이오(주),067370,2018/12,-2323906,52556,5773423,407496,4174512,21,0,0,0,0,
선바이오(주),067370,2019/12,-1582946,740960,16119562,9463769,5771750,23,0,0,0,0,
선진뷰티사이언스(주),086710,2010/12,,,,,,,,,,,
선진뷰티사이언스(주),086710,2011/12,,,,,,,,,,,
선진뷰티사이언스(주),086710,2012/12,,,,,,,,,,,
선진뷰티사이언스(주),086710,2013/12,,,,,,,,,,,
선진뷰티사이언스(주),086710,2014/12,,,,,,,,,,,
선진뷰티사이언스(주),086710,2015/12,,,,,,,,,,,
선진뷰티사이언스(주),086710,2016/12,,,,,,,,,,,
선진뷰티사이언스(주),086710,2017/12,,,,,,,,,,,
선진뷰티사이언스(주),086710,2018/12,,,,,,,,,,,
선진뷰티사이언스(주),086710,2019/12,23177970,4158053,82252919,54568731,44290163,,0,0,0,0,
성문전자(주),014910,2010/12,18257733,4515509,44897156,16579562,55688199,151,16.36,5.49,2.05,0.69,2570
성문전자(주),014910,2011/12,22441130,6129190,48186413,15712969,62241804,155,11.71,5.52,1.64,0.77,2040
성문전자(주),014910,2012/12,20419903,-1759434,39557721,9088481,42129352,153,0,0,1.46,0.77,1720
성문전자(주),014910,2013/12,18132995,-2307653,45168546,16010008,40416719,157,0,0,1.16,0.8,1670
성문전자(주),014910,2014/12,16617126,-1558220,45955638,19153914,36396816,138,0,0,0.92,0.61,1320
성문전자(주),014910,2015/12,15742450,-670615,38934573,9902915,33941143,123,0,0,1.83,0.71,2835
성문전자(주),014910,2016/12,15354638,-368070,37255748,7705461,30117580,126,0,0,8.91,0.98,10200
성문전자(주),014910,2017/12,12606898,-1628997,35928042,5095626,28785476,119,0,0,6.19,1.13,2215
성문전자(주),014910,2018/12,14462156,882906,37707149,6118261,24871502,105,89.43,46.01,2.45,1.26,2645
성문전자(주),014910,2019/12,11886198,-2281869,34805409,5801066,18083090,74,0,0,2.85,1.15,2150
성보화학(주),003080,2010/12,71793262,705606,95199726,9638743,35223257,142,152.42,107,0.83,0.58,25900
성보화학(주),003080,2011/12,72389000,1881409,100586249,14603154,41202632,140,30.33,22.24,0.64,0.47,22050
성보화학(주),003080,2012/12,74094594,3613360,101598444,14060836,45320184,142,18.95,14.44,0.66,0.5,25500
성보화학(주),003080,2013/12,75540302,4261937,101953108,13008776,49657475,147,18.87,14.17,0.77,0.58,28500
성보화학(주),003080,2014/12,77080315,5569748,106396073,15490870,54541843,151,19.48,11.99,1.04,0.64,43450
성보화학(주),003080,2015/12,75875710,5492446,107552970,17873419,56047134,147,44.14,26.06,1.69,1,59000
성보화학(주),003080,2016/12,146701945,97622827,194504487,33954767,58011681,145,1.84,0.14,0.91,0.07,5660
성보화학(주),003080,2017/12,103984694,10674343,185623186,24209589,58368809,139,15.52,11.7,0.96,0.72,6060
성보화학(주),003080,2018/12,97772797,7441038,183365495,29677032,49517681,148,22.88,18.6,0.94,0.76,5720
성보화학(주),003080,2019/12,90737685,-4015707,172441360,25812627,41863998,154,0,0,0.81,0.61,4460
성신양회(주),004980,2010/12,256535410,-99913139,1246811545,868644211,518247717,744,0,0,0.58,0.21,4230
성신양회(주),004980,2011/12,223977851,-39876308,1142661499,803875434,467569894,686,0,0,0.32,0.14,2280
성신양회(주),004980,2012/12,222943146,7215491,1115108026,783854142,521280255,623,65.32,28.6,0.34,0.15,4700
성신양회(주),004980,2013/12,220819367,3713201,1137977643,786560219,583899300,673,48.85,29.99,0.56,0.34,6380
성신양회(주),004980,2014/12,217176655,8503379,1109476277,763101581,595267493,688,41.51,18.53,1.09,0.49,10500
성신양회(주),004980,2015/12,177306207,-33842539,1067821412,762630003,650769293,690,0,0,1.87,0.76,9280
성신양회(주),004980,2016/12,188157758,14799581,1008786608,691002594,653607912,695,28.36,13.52,1.21,0.58,6990
성신양회(주),004980,2017/12,201702566,23135853,1015541556,641821869,615327599,687,17.08,10.36,0.59,0.36,5640
성신양회(주),004980,2018/12,230017451,20012983,975088241,588262745,616931967,623,28.41,7.89,1.29,0.36,11900
성신양회(주),004980,2019/12,223838088,18590107,946396104,546130985,528739216,610,22.16,9.05,1.01,0.41,6980
성우전자(주),081580,2010/12,33600425,3168904,63225290,17313866,69273992,140,21.03,11.48,1.39,0.76,4730
성우전자(주),081580,2011/12,39206745,5718868,68189496,17754759,76949140,145,6.49,2.9,0.75,0.34,3715
성우전자(주),081580,2012/12,41696665,3071643,76562098,19835935,79595599,153,38.63,16.15,2.24,0.94,4840
성우전자(주),081580,2013/12,44722105,5001673,79390988,20616152,102500588,166,25.55,14.03,1.75,0.96,5450
성우전자(주),081580,2014/12,52377763,10532265,82233016,16786741,102397407,168,10.26,5.68,1.42,0.79,3510
성우전자(주),081580,2015/12,55616852,5863536,85119150,10484649,105255153,170,21.53,11.21,1.46,0.76,6670
성우전자(주),081580,2016/12,60672842,7603800,87391587,7701096,90917219,153,20.73,9.72,1.85,0.87,4970
성우전자(주),081580,2017/12,60944880,2994540,86300274,6337745,65709109,158,46.14,34.61,1.12,0.84,4325
성우전자(주),081580,2018/12,61187832,1989039,84198410,4762784,51106858,110,37.38,18.9,0.9,0.46,2855
성우전자(주),081580,2019/12,58281105,-1616578,80063731,4713791,37520219,108,0,0,0.8,0.55,2730
성우테크론(주),045300,2010/12,14969399,611720,43958833,21583353,20337568,257,19.96,12.47,0.69,0.43,1635
성우테크론(주),045300,2011/12,16697140,2397670,44930996,21047711,19397725,246,6.25,3.65,0.58,0.34,1550
성우테크론(주),045300,2012/12,16307054,135917,47672695,24084246,20652093,236,117.66,54.16,0.94,0.43,1825
성우테크론(주),045300,2013/12,16890531,1132956,56195466,22614895,23351985,210,41.25,16.58,0.93,0.37,2700
성우테크론(주),045300,2014/12,15405119,-1532851,54301040,21994789,22566640,234,0,0,0.73,0.42,1810
성우테크론(주),045300,2015/12,14881033,-329935,52449959,20734019,26044679,239,0,0,0.91,0.45,3030
성우테크론(주),045300,2016/12,18115753,4065650,58325633,22912912,28247940,236,10.7,6,1.05,0.59,3790
성우테크론(주),045300,2017/12,23406620,6392634,67660529,26665172,37223014,248,7.86,5.44,1.05,0.73,4160
성우테크론(주),045300,2018/12,26827393,5472205,65080514,20588565,38117718,230,14.23,7.5,1.47,0.77,4050
성우테크론(주),045300,2019/12,30400899,5235955,71126499,22755364,31784490,226,9.99,6.85,0.9,0.62,4225
성융광전투자유한공사,900150,2010/12,,,,,,,,,,,8540
성융광전투자유한공사,900150,2011/12,,,,,,,,,,,1660
성일하이텍(주),365340,2017/12,,,,,,,,,,,
성일하이텍(주),365340,2018/12,,,,,,,,,,,
성일하이텍(주),365340,2019/12,,,,,,,,,,,
성지건설(주),005980,2010/12,-142874104,-125863833,134040638,226809694,131864489,165,0,0,0,0,1580
성지건설(주),005980,2011/12,-85344825,52717567,130959347,81015867,89899452,140,28.19,0.11,32.48,0.13,14300
성지건설(주),005980,2012/12,9813232,17497849,121019746,59808184,79770059,134,33.31,4.65,5.28,0.74,4930
성지건설(주),005980,2013/12,13051900,3117784,134611345,68695871,124714943,128,49.3,15.22,2.4,0.74,7000
성지건설(주),005980,2014/12,12896507,353654,129316647,63529706,167507061,136,240.68,128.47,1.32,0.7,5010
성지건설(주),005980,2015/12,4938166,-7953835,100202248,42316674,135998981,139,0,0,1.22,0.73,4360
성지건설(주),005980,2016/12,-10874010,-7303803,93624405,51092861,108525691,135,0,0,68.92,4.07,1940
성지건설(주),005980,2017/12,-20017681,-7454487,109450266,52799349,112427346,139,0,0,4.75,1.22,751
성창기업지주(주),000180,2010/12,15312593,4523358,77532600,3174935,10988525,58,30.64,16.38,1.86,1,12700
성창기업지주(주),000180,2011/12,23371695,8146778,85888946,3472180,13601926,69,11.82,6.63,1.21,0.68,15000
성창기업지주(주),000180,2012/12,26244441,5069680,87598361,2308849,9811033,78,27.09,14.73,1.82,0.99,17900
성창기업지주(주),000180,2013/12,21466941,1589672,87495016,983399,7890424,71,136.94,78.82,1.91,1.1,16650
성창기업지주(주),000180,2014/12,23206081,1812739,89758434,1507676,9067705,91,85.3,51.34,1.77,1.07,19400
성창기업지주(주),000180,2015/12,25275984,1960763,118769462,1313913,8722598,66,144.92,54.02,2.49,0.93,31900
성창기업지주(주),000180,2016/12,24953350,1914517,316998890,45310568,8310453,67,208.98,11.28,1.35,0.07,3180
성창기업지주(주),000180,2017/12,33551605,10007348,320651759,45771587,8291306,75,24.8,19.1,0.82,0.63,2620
성창기업지주(주),000180,2018/12,36080892,2754305,319612985,45183251,7975931,40,107.13,50.88,0.96,0.46,1935
성창기업지주(주),000180,2019/12,38136388,2294980,362062638,54169880,5761619,38,79.88,51.03,0.54,0.35,1605
성호전자(주),043260,2010/12,20489393,8376697,100575902,49730014,135023291,171,9.65,5.1,1.42,0.75,1870
성호전자(주),043260,2011/12,23108385,3313729,105822677,51909205,109718770,120,22.79,9.44,1.31,0.54,1355
성호전자(주),043260,2012/12,22935317,773559,114796530,57632626,85155137,113,74.5,39.8,0.93,0.5,1070
성호전자(주),043260,2013/12,19833811,-3131480,111010262,54239958,62555169,113,0,0,0.81,0.53,1265
성호전자(주),043260,2014/12,16479511,-3493798,109022058,55591631,58565302,115,0,0,0.83,0.55,982
성호전자(주),043260,2015/12,17097290,194823,102536580,48487591,59538142,83,63.15,39.33,0.65,0.4,999
성호전자(주),043260,2016/12,19018203,2041731,104144557,48056712,65731443,77,20.47,8.2,0.93,0.37,1200
성호전자(주),043260,2017/12,21330977,1736841,99019042,40610827,64863161,75,17.91,11.27,0.74,0.47,956
성호전자(주),043260,2018/12,22383352,1166733,106748015,42445511,65451988,63,34.23,15.63,0.72,0.33,890
성호전자(주),043260,2019/12,-4271072,-26554160,90393325,49075236,67898101,69,0,0,1.01,0.61,823
세기상사(주),002420,2010/12,4297646,-1307820,52580689,21482693,6426170,45,0,0,0.55,0.32,33100
세기상사(주),002420,2011/12,3636337,-782071,51585446,21148759,6029083,43,0,0,0.62,0.34,29350
세기상사(주),002420,2012/12,3037508,-746878,50867977,21030119,6103971,44,0,0,0.51,0.37,30700
세기상사(주),002420,2013/12,981201,-1475224,47151288,19369737,5191682,45,0,0,0.51,0.37,27750
세기상사(주),002420,2014/12,-502976,-1427256,45805284,19507911,5535295,43,0,0,1.02,0.39,29200
세기상사(주),002420,2015/12,-1804592,-1265559,44438648,19442891,5477134,41,0,0,1.35,0.47,47850
세기상사(주),002420,2016/12,-3231011,-1142181,43208673,19639334,5466215,38,0,0,2.2,0.72,59200
세기상사(주),002420,2017/12,-3062534,107743,43038864,19359883,5629906,38,579.87,246.12,2.32,0.99,73400
세기상사(주),002420,2018/12,-3396032,-297342,42664004,19318521,5182509,32,0,0,2.22,1.09,65500
세기상사(주),002420,2019/12,-4305709,-941243,41553081,19117276,5146683,21,0,0,1.8,0.9,57800
세명전기공업(주),017510,2010/12,40749756,3058953,59837235,11297486,16095317,106,57.77,27.93,3.05,1.47,5950
세명전기공업(주),017510,2011/12,42005540,2690109,61619603,12056454,19424320,97,42.07,21.36,2.03,1.03,5450
세명전기공업(주),017510,2012/12,44854803,4242337,65202865,12586542,18666395,94,27.64,13.94,2.12,1.07,4980
세명전기공업(주),017510,2013/12,48935411,6175027,67472162,10810359,22852094,99,16.02,11.25,1.5,1.05,4055
세명전기공업(주),017510,2014/12,50909984,3800907,67300365,9621696,19729642,91,22.67,16.66,1.29,0.95,3740
세명전기공업(주),017510,2015/12,53724785,4826050,71392723,9955265,20084613,90,16.32,11.66,1.1,0.79,3495
세명전기공업(주),017510,2016/12,55660005,3750225,73132094,9759609,16636027,84,41.03,12.56,2.09,0.64,5670
세명전기공업(주),017510,2017/12,58109196,4518833,75482769,9651316,20871761,82,29.79,16.25,1.7,0.93,5700
세명전기공업(주),017510,2018/12,61681429,4488334,79029092,9842027,19017116,79,70.66,20.12,3.77,1.07,7030
세명전기공업(주),017510,2019/12,63882978,4043754,81806215,10435072,18453516,75,40.78,15.6,2,0.76,4855
세미텍(주),081220,2010/12,6049556,1353976,84570958,57258422,105057166,627,18.32,10.7,1.49,0.87,3150
세미텍(주),081220,2011/12,15370900,655506,89771603,59519609,114558233,542,51.73,20,1.5,0.58,2950
세미텍(주),081220,2012/12,11371582,-3983927,89459436,65196098,108803752,491,0,0,2.44,0.9,2235
세미텍(주),081220,2013/12,3834150,-7611074,73524124,56802218,97274299,,0,0,2.33,1.26,1935
세방(주),004360,2010/12,256390193,27483396,761704867,275227784,541142029,876,24.22,13.72,1.01,0.57,15550
세방(주),004360,2011/12,274156837,29594181,784755219,280713068,584358431,819,19.45,13.45,0.89,0.62,16150
세방(주),004360,2012/12,291683035,32943209,763783942,242017752,572103304,790,18.35,13.29,0.85,0.62,17600
세방(주),004360,2013/12,296532362,12559334,734551261,207759835,526007052,773,74.62,56.01,0.96,0.72,18750
세방(주),004360,2014/12,314469704,20925555,704000774,167331813,567009184,740,36.57,27.44,1,0.75,19600
세방(주),004360,2015/12,327974300,19649911,700608620,150756955,563696715,725,40.03,25.18,1,0.63,16900
세방(주),004360,2016/12,358351050,21167080,697697262,136945572,557125402,716,27.89,21.95,0.77,0.61,15150
세방(주),004360,2017/12,370968937,22761876,700281163,130230221,570767359,750,25.32,19.24,0.67,0.51,12600
세방(주),004360,2018/12,380156960,16576006,701207305,123479932,563000756,721,27.24,19.88,0.61,0.44,12000
세방(주),004360,2019/12,356093246,-21520562,766558298,211466866,570753164,717,0,0,0.67,0.47,11500
세방전지(주),004490,2010/12,325144486,112727360,593934630,201526482,790200174,730,5.6,3.39,1.25,0.76,32800
세방전지(주),004490,2011/12,423121291,137024594,712634498,222215306,953871595,764,6.59,4.29,1.44,0.94,43950
세방전지(주),004490,2012/12,517752001,128375249,772556142,187032791,846330248,818,7.4,5.97,1.25,1.01,47150
세방전지(주),004490,2013/12,582768830,92165354,870157611,222114976,918797329,817,11.99,8.59,1.31,0.94,54800
세방전지(주),004490,2014/12,635343121,87634623,927725912,228723214,955578136,865,12.54,8.23,1.11,0.73,39500
세방전지(주),004490,2015/12,710245212,104106101,993659178,226517252,956255739,915,10.18,6.48,1.06,0.68,40850
세방전지(주),004490,2016/12,770706139,83478488,1073297242,244725394,958982089,921,9.79,7.79,0.76,0.61,37400
세방전지(주),004490,2017/12,834979653,88846071,1133087030,241083333,1108228132,918,8.53,6.98,0.64,0.53,35750
세방전지(주),004490,2018/12,925763182,125210310,1252080071,269693691,1165728777,1067,5.88,4.54,0.58,0.45,35950
세방전지(주),004490,2019/12,996926312,109446292,1302078781,249697235,1129805365,1074,9.31,6.45,0.68,0.47,37300
세신버팔로(주),110660,2010/12,,,,,,,,,,,
세신버팔로(주),110660,2011/12,,,,,,,,,,,
세신버팔로(주),110660,2012/12,,,,,,,,,,,
세신버팔로(주),110660,2013/12,,,,,,,,,,,
세신버팔로(주),110660,2014/12,,,,,,104,,,,,
세신버팔로(주),110660,2015/12,,,,,,103,,,,,
세신버팔로(주),110660,2016/12,,,,,,81,,,,,
세신버팔로(주),110660,2017/12,,,,,,77,,,,,
세원이앤씨(주),091090,2010/12,71861562,663881,313254922,173507093,234824767,503,188.79,82.86,2.41,1.06,4820
세원이앤씨(주),091090,2011/12,47795572,-23193207,381722022,266040184,237196238,544,0,0,1.88,1.01,3385
세원이앤씨(주),091090,2012/12,48758300,557711,374740127,258213266,285107113,552,66.81,41.52,1.48,0.92,3850
세원이앤씨(주),091090,2013/12,27663504,-19912993,307307724,196837571,185262099,579,0,0,1.55,0.72,2180
세원이앤씨(주),091090,2014/12,6462956,-17232881,314753555,224939962,201420146,530,0,0,1.74,1.02,2820
세원이앤씨(주),091090,2015/12,13526253,7836075,358636517,210406189,274627619,532,43.04,15.11,2.38,0.84,3400
세원이앤씨(주),091090,2016/12,8374642,-4957142,388980054,178304561,221930919,441,0,0,1.18,0.74,2945
세원이앤씨(주),091090,2017/12,-274327,-9016311,365473693,162502705,157832955,398,0,0,1.2,0.66,3215
세원이앤씨(주),091090,2018/12,-18331643,-18878932,342948210,161859527,133662140,355,0,0,2.69,1.05,3600
세원이앤씨(주),091090,2019/12,-38052337,-19241836,358537099,182119388,181902461,354,0,0,1.58,0.77,2880
세종공업(주),033530,2010/12,206488587,43971692,366114732,139651333,429098285,800,8.71,3.26,1.44,0.54,12200
세종공업(주),033530,2011/12,229503573,35384332,401747677,161007270,436724862,827,16.2,6.98,2.13,0.92,11550
세종공업(주),033530,2012/12,238210937,18301758,410380196,158723609,461709027,835,19.62,13.04,1.24,0.83,11850
세종공업(주),033530,2013/12,263646431,32273285,425657381,148146297,462827846,829,13.43,7.94,1.37,0.81,15200
세종공업(주),033530,2014/12,269188417,13932745,492339950,201632732,450138772,838,28.67,18.7,1.4,0.91,12800
세종공업(주),033530,2015/12,285948295,23502545,525373268,222529855,461830488,827,13.19,7.92,0.98,0.59,10050
세종공업(주),033530,2016/12,298045405,18578645,522339599,207495950,432800292,815,17.17,11.25,0.86,0.57,9470
세종공업(주),033530,2017/12,303657967,9952957,522494578,204187300,392039032,818,23.44,13.4,0.74,0.42,7580
세종공업(주),033530,2018/12,304513299,9999425,538273088,220992750,388387082,844,564.51,256.59,0.64,0.29,7790
세종공업(주),033530,2019/12,305994888,4053088,577344770,247689732,384180227,833,72.85,27.9,0.67,0.26,4635
세종머티리얼즈(주),135270,2010/12,,,,,,,,,,,
세종머티리얼즈(주),135270,2011/12,,,,,,,,,,,
세종머티리얼즈(주),135270,2012/12,,,,,,,,,,,
세종머티리얼즈(주),135270,2013/12,,,,,,,,,,,
세종머티리얼즈(주),135270,2014/12,,,,,,99,,,,,
세종머티리얼즈(주),135270,2015/12,,,,,,110,,,,,
세종머티리얼즈(주),135270,2016/12,,,,,,83,,,,,
세종머티리얼즈(주),135270,2017/12,,,,,,77,,,,,
세종머티리얼즈(주),135270,2018/12,,,,,,64,,,,,
세종텔레콤(주),036630,2010/12,-109078340,-16390820,209548858,145014797,321407907,316,0,0,3.66,0.99,425
세종텔레콤(주),036630,2011/12,-119911849,-10806327,208031551,154364512,316463698,261,0,0,2.37,0.41,502
세종텔레콤(주),036630,2012/12,-6176923,-5217116,177747879,66930502,232747264,236,0,0,0.59,0.23,396
세종텔레콤(주),036630,2013/12,-37061246,-29888455,122866809,42917855,131676900,222,0,0,1.76,0.77,319
세종텔레콤(주),036630,2014/12,-36145093,1490655,108316347,28469112,112769669,220,66.53,42.13,1.21,0.77,341
세종텔레콤(주),036630,2015/12,-40744800,-4892684,160536475,85255264,157829663,286,0,0,9.16,0.9,1660
세종텔레콤(주),036630,2016/12,-42570399,-1759021,230357827,80163279,184108301,271,0,0,6.76,1.35,904
세종텔레콤(주),036630,2017/12,-40132228,3351482,418572192,87167076,161140535,277,137.52,55.32,1.2,0.48,618
세종텔레콤(주),036630,2018/12,-39810461,-583320,391274797,59465379,179586010,282,0,0,1.39,0.74,472
세종텔레콤(주),036630,2019/12,-36494903,3477274,441789022,107137725,226977558,453,125.68,79.75,1,0.64,381
세하(주),027970,2010/12,-26590824,-61617341,189444096,155901184,174388781,297,0,0,4.26,1.64,2790
세하(주),027970,2011/12,-30930821,-8438758,190494276,156295362,187584156,277,0,0,3.78,1.38,1470
세하(주),027970,2012/12,10149684,46040428,240582996,156091126,171017820,273,1.79,0.67,0.94,0.35,1225
세하(주),027970,2013/12,-51813285,-62684907,208802223,186132999,173750482,268,0,0,3.12,0.65,326
세하(주),027970,2014/12,-73333829,-21854564,176950935,167205494,151055420,258,0,0,3.78,1.39,369
세하(주),027970,2015/12,-60967623,-35331859,170139647,166797085,147953493,216,0,0,21.05,2.55,2175
세하(주),027970,2016/12,-56532374,5979816,172282038,159588904,159354400,217,11.64,5.24,5.2,2.34,2160
세하(주),027970,2017/12,-59173564,-3099862,173678893,155077020,164484704,222,0,0,3.65,1.8,1490
세하(주),027970,2018/12,-53995337,5168261,178751630,151911971,177242604,221,10.5,5.84,2.1,1.17,1380
세하(주),027970,2019/12,-42925458,9655684,187833215,149923675,177653879,246,8.36,3.23,2.5,0.96,2490
소니드(주),060230,2010/12,6816512,-17041550,85973633,70107160,38268075,168,0,0,3.35,0.24,2550
소니드(주),060230,2011/12,-3018749,-17881460,67026397,63753914,45700350,143,0,0,30.68,4.54,637
소니드(주),060230,2012/12,3565346,3397979,54063021,45204987,55336592,96,12.69,0.88,6,0.42,2985
소니드(주),060230,2013/12,7706469,347193,86200929,69689437,72119356,167,16.63,5.54,4.97,1.65,4165
소니드(주),060230,2014/12,-4448076,-11941146,67677563,58887092,77415043,186,0,0,8.65,3.79,3195
소니드(주),060230,2015/12,-11579095,-6599709,55490851,37318164,46533022,138,0,0,2.78,1.15,1785
소니드(주),060230,2016/12,-20035606,-6446907,53609088,33076871,45406835,115,0,0,2.79,1.06,1225
소니드(주),060230,2017/12,-29649108,-9146575,63806190,41125241,44893095,133,0,0,2.9,1.39,1210
소니드(주),060230,2018/12,-32709070,-3050741,67603421,35885564,25826175,80,0,0,4.66,1.93,1620
소니드(주),060230,2019/12,-34534179,-1750438,84547768,30969112,20699567,87,0,0,3.15,1.62,1310
소프트캠프(주),210610,2010/12,,,,,,,,,,,
소프트캠프(주),210610,2011/12,,,,,,,,,,,
소프트캠프(주),210610,2012/12,,,,,,,,,,,
소프트캠프(주),210610,2013/12,,,,,,,,,,,
소프트캠프(주),210610,2014/12,,,,,,165,,,,,
소프트캠프(주),210610,2015/12,,,,,,188,,,,,
소프트캠프(주),210610,2016/12,,,,,,175,,,,,
소프트캠프(주),258790,2016/12,,,,,,,,,,,
소프트캠프(주),210610,2017/12,,,,,,115,,,,,
소프트캠프(주),258790,2017/12,,,,,,1,,,,,1975
소프트캠프(주),210610,2018/12,,,,,,119,,,,,
소프트캠프(주),258790,2018/12,,,,,,1,,,,,2050
소프트캠프(주),258790,2019/12,-3441458,272413,20516086,10345069,18782084,116,413.93,274.57,6.03,4,1700
솔루스첨단소재(주),336370,2019/12,15164579,19563707,175834497,72334404,44849479,226,,,,,20350
솔브레인홀딩스(주),036830,2010/12,185114148,50011547,317127905,109118282,348659774,598,12.28,6.55,2.44,1.3,30600
솔브레인홀딩스(주),036830,2011/12,197911630,28703146,434923984,201281060,458054993,967,43.84,25.73,3.34,1.96,38600
솔브레인홀딩스(주),036830,2012/12,253948055,82217716,457653503,129428622,585243055,1230,13.95,6.8,2.68,1.31,46750
솔브레인홀딩스(주),036830,2013/12,304530126,74300976,480706596,101616794,528183039,1353,15.84,10.8,2.44,1.66,44600
솔브레인홀딩스(주),036830,2014/12,338679247,58771088,494277964,76443067,467899038,963,18.41,9.11,1.87,0.93,32150
솔브레인홀딩스(주),036830,2015/12,390080025,85438965,614560899,147572412,529874274,965,14.9,8.65,1.92,1.11,40650
솔브레인홀딩스(주),036830,2016/12,460681186,100693686,694068683,158990665,598517720,1079,14.68,7.26,2.21,1.09,60400
솔브레인홀딩스(주),036830,2017/12,502987947,73873049,778431194,144974482,644771254,1089,24.68,14.4,2.08,1.21,67500
솔브레인홀딩스(주),036830,2018/12,579059595,124316011,888175142,184323314,801162569,1140,14.95,9.28,1.89,1.18,47550
솔브레인홀딩스(주),036830,2019/12,656383242,138641837,976025512,194850038,796523935,1243,17.54,8.57,2.06,1.01,84300
솔트웨어(주),328380,2019/12,,,,,,,,,,,2030
