회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),계속영업이익(손실)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유형자산(*)(IFRS연결)(천원)
코오롱글로벌(주),003070,2019/12,3484145938,2205364575,33589060,33589060,993943531,369433179
코오롱생명과학(주),102940,2010/12,,,,,,
코오롱생명과학(주),102940,2011/12,,,,,,
코오롱생명과학(주),102940,2012/12,,,,,,
코오롱생명과학(주),102940,2013/12,,,,,,
코오롱생명과학(주),102940,2014/12,,,,,,
코오롱생명과학(주),102940,2015/12,,,,,,
코오롱생명과학(주),102940,2016/12,,,,,,
코오롱생명과학(주),102940,2017/12,,,,,,
코오롱생명과학(주),102940,2018/12,,,,,,
코오롱생명과학(주),102940,2019/12,,,,,,
코오롱아이넷(주),022520,2010/12,1067738041,316116909,12174810,12174810,281623322,4024567
코오롱아이넷(주),022520,2010/12,1067738041,316116909,12174810,12174810,281623322,4024567
코오롱인더스트리(주),120110,2010/12,4631921627,4352032173,297726651,280581518,1911017577,1843673070
코오롱인더스트리(주),120110,2011/12,5420116152,4797614385,338572908,283982924,2238491553,1965795668
코오롱인더스트리(주),120110,2012/12,5312951445,4628342099,171148614,171148614,2019430839,1952678222
코오롱인더스트리(주),120110,2013/12,5261462866,4719887457,113672188,113672188,1938212872,2113644220
코오롱인더스트리(주),120110,2014/12,5337651914,4749217251,39640555,39640555,1938107632,2151009714
코오롱인더스트리(주),120110,2015/12,4856528774,4986071748,-145126814,-145126814,1944717832,2152942554
코오롱인더스트리(주),120110,2016/12,4562228487,5249146053,175966156,175966156,2067576346,2202251402
코오롱인더스트리(주),120110,2017/12,4607039926,5661948640,122735810,122735810,2094598959,2444298366
코오롱인더스트리(주),120110,2018/12,4752579930,5572860217,42925109,42925109,1955216349,2573522427
코오롱인더스트리(주),120110,2019/12,4407190444,5293102916,22121808,59358738,2079125528,2459266124
코오롱티슈진(주),950160,2016/12,,,,,,
코오롱티슈진(주),950160,2017/12,,,,,,
코오롱티슈진(주),950160,2018/12,,,,,,
코오롱티슈진(주),950160,2019/12,,,,,,
코오롱플라스틱(주),138490,2010/12,166087528,90581888,9392719,9392719,56507669,30689968
코오롱플라스틱(주),138490,2011/12,209195001,196479500,11546050,11546050,79728627,112829320
코오롱플라스틱(주),138490,2012/12,230127378,208488636,7765818,7765818,84649171,118072942
코오롱플라스틱(주),138490,2013/12,222889698,219566895,-3149167,-3149167,97529058,116354364
코오롱플라스틱(주),138490,2014/12,245253565,214287723,1833385,1833385,90848553,115891395
코오롱플라스틱(주),138490,2015/12,250392148,208616752,8989601,8989601,87870101,110818549
코오롱플라스틱(주),138490,2016/12,238377365,308309318,17680498,17680498,107473006,141137494
코오롱플라스틱(주),138490,2017/12,262242097,353840137,17521747,17521747,129610668,153184643
코오롱플라스틱(주),138490,2018/12,321335265,340974553,12266308,12266308,120771009,150395088
코오롱플라스틱(주),138490,2019/12,330284776,338684832,5389003,5389003,118528416,140520696
코원에너지서비스(주),026870,2010/12,,,,,,
코원에너지서비스(주),026870,2011/12,,,,,,
코웨이(주),021240,2010/12,1583891744,1387599444,193166199,193166199,463376629,470855622
코웨이(주),021240,2011/12,1824366638,1624718677,167053757,167053757,572595639,568897145
코웨이(주),021240,2012/12,1992838137,1755108360,94042698,94042698,779164518,630421983
코웨이(주),021240,2013/12,2118341565,1667858723,245074652,245074652,691414547,638306129
코웨이(주),021240,2014/12,2160315531,1621649446,249668412,249668412,596810516,675187865
코웨이(주),021240,2015/12,2315242283,1775397143,343120385,343120385,653318018,699511862
코웨이(주),021240,2016/12,2376328167,1967707893,243311232,243311232,733134076,669403180
코웨이(주),021240,2017/12,2516772499,2158873075,325607409,325607409,791471167,712397814
코웨이(주),021240,2018/12,2707315204,2378903077,349811489,349811489,843718066,781012733
코웨이(주),021240,2019/12,3018912503,2854954794,332207677,332207677,766943433,1270778209
코웰이홀딩스유한공사,900020,2010/12,181475993,152189404,12841988,12841988,103267334,44161484
코웰패션(주),033290,2010/12,122433184,202306883,11572450,11572450,76906346,101718620
코웰패션(주),033290,2011/12,126650997,238326548,6658395,6658395,98591223,117457853
코웰패션(주),033290,2012/12,137350618,235013332,-4261839,-4261839,94638790,114985505
코웰패션(주),033290,2013/12,46605823,126782967,11255522,-21726857,25728811,64065534
코웰패션(주),033290,2014/12,49220954,109074729,-7250205,-7250205,24651463,60326043
코웰패션(주),033290,2015/12,161476948,182134506,10442321,10442321,79303197,71106616
코웰패션(주),033290,2016/12,249687566,208455921,21997926,21997926,109103863,66566940
코웰패션(주),033290,2017/12,309437182,273003789,46658250,46658250,119384883,74212608
코웰패션(주),033290,2018/12,339376233,321841007,53350633,53350633,161530089,74228114
코웰패션(주),033290,2019/12,394651165,364382589,54430696,54430696,200664740,81376601
코위버(주),056360,2010/12,39593154,65335360,880450,880450,29074001,15696735
코위버(주),056360,2011/12,45247446,65545145,1694883,1694883,31051782,15271662
코위버(주),056360,2012/12,45255870,67803461,2890177,2890177,24198270,15248502
코위버(주),056360,2013/12,61441462,80615357,6297509,6297509,37222402,14834329
코위버(주),056360,2014/12,58655087,85070781,7510689,7510689,39282813,14788184
코위버(주),056360,2015/12,60002801,101963301,9289476,9289476,52446561,14782826
코위버(주),056360,2016/12,58702718,114636177,6620118,6620118,66501423,14637022
코위버(주),056360,2017/12,54336132,118351714,6511899,6511899,56802533,28178567
코위버(주),056360,2018/12,55093572,129376793,6198516,6198516,59181450,44195683
코위버(주),056360,2019/12,113131215,164870776,20638977,20638977,86165641,36197657
콜마비앤에이치(주),200130,2014/12,,,,,,
콜마비앤에이치(주),200130,2015/12,236186775,127082935,1177111,1177111,76051049,39459200
콜마비앤에이치(주),200130,2016/12,256009785,158689572,29743678,29743678,94349841,48894620
콜마비앤에이치(주),200130,2017/12,419806573,271195826,47436930,47436930,157197836,78605848
콜마비앤에이치(주),200130,2018/12,386365759,291536883,49322397,49322397,151778217,87306865
콜마비앤에이치(주),200130,2019/12,438905518,386373979,54752737,54752737,207420158,122637473
쿠쿠홀딩스(주),192400,2010/06,,,,,,
쿠쿠홀딩스(주),192400,2011/06,,,,,,
쿠쿠홀딩스(주),192400,2012/12,306709407,395246642,28870797,28870797,242582555,74815189
쿠쿠홀딩스(주),192400,2013/12,508757942,455900527,57439760,57439760,265168769,89681425
쿠쿠홀딩스(주),192400,2014/12,566702029,553346403,90732490,90732490,297694023,119926981
쿠쿠홀딩스(주),192400,2015/12,667533187,620980563,74553485,74553485,320504577,153133378
쿠쿠홀딩스(주),192400,2016/12,716742930,714794407,80091564,80091564,337063655,192159245
쿠쿠홀딩스(주),192400,2017/12,450167573,489648520,451975425,53673645,173538803,58567428
쿠쿠홀딩스(주),192400,2018/12,493296253,747036859,84572623,84572623,247422138,58905792
쿠쿠홀딩스(주),192400,2019/12,528311146,812577597,79433102,79433102,266983193,33878992
쿠쿠홈시스(주),284740,2017/12,30302121,429497820,2426389,2426389,175574171,182943555
쿠쿠홈시스(주),284740,2018/12,418791761,512572791,38179507,38179507,205103363,230662169
쿠쿠홈시스(주),284740,2019/12,663713921,626581362,79879070,79879070,249338082,210273295
큐렉소(주),060280,2010/12,32152833,33650596,-13239953,-13239953,24942657,2108683
큐렉소(주),060280,2011/12,33887648,88065873,-10628683,-10628683,76983689,1162563
큐렉소(주),060280,2012/12,24281125,51430750,-18242181,-16927127,41409698,1855357
큐렉소(주),060280,2013/12,31090931,39537735,-14595058,-14595058,30286383,1977531
큐렉소(주),060280,2014/12,26137538,40335195,-22267345,-22267345,29980552,2872832
큐렉소(주),060280,2015/12,27529548,58625344,-25016644,-25016644,41248781,3463737
큐렉소(주),060280,2016/12,,,,,,
큐렉소(주),060280,2017/12,,,,,,
큐렉소(주),060280,2018/12,,,,,,
큐렉소(주),060280,2019/12,,,,,,
큐알티(주),405100,2014/12,,,,,,
큐알티(주),405100,2015/12,,,,,,
큐알티(주),405100,2016/12,,,,,,
큐알티(주),405100,2017/12,29674891,33870869,2392704,2392704,9541296,19516063
큐알티(주),405100,2018/12,45624482,45571141,6526670,6526670,17269388,23510794
큐알티(주),405100,2019/12,47558612,52305331,4541125,4541125,14087482,30069323
크로바하이텍(주),043590,2010/12,99672011,79537632,-1387685,-1387685,31893205,44796769
크로바하이텍(주),043590,2011/12,103944666,80647376,-258899,-258899,36996736,41902199
크로바하이텍(주),043590,2012/12,93811011,76730309,4532585,4532585,30285764,44528400
크로바하이텍(주),043590,2013/12,66056175,73024099,-2145120,-2145120,32598816,39212949
크로바하이텍(주),043590,2014/12,62932896,69211162,-3396590,-3396590,33416088,34803193
크로바하이텍(주),043590,2015/12,57896675,66694028,-3500905,-3500905,34100345,31747739
크로바하이텍(주),043590,2016/12,60226943,64402172,-258533,-258533,34745758,28797339
크로바하이텍(주),043590,2017/12,57549187,57727285,-883648,-883648,29088452,28115342
크로바하이텍(주),043590,2018/12,46795016,65140546,-31215503,-27791029,22119560,24995859
크로바하이텍(주),043590,2019/12,35522415,27010183,-7477696,-7477696,12354303,13437707
크루셜텍(주),114120,2010/12,207985382,126004051,20652435,20652435,100195763,13381488
크루셜텍(주),114120,2011/12,252079208,267239724,12627939,12627939,155747966,81175837
크루셜텍(주),114120,2012/12,280306613,289600501,-11096823,-11096823,154828657,98648141
크루셜텍(주),114120,2013/12,418335669,355595416,-18699635,-18699635,179972976,128877283
크루셜텍(주),114120,2014/12,415375265,344590665,-34697208,-27324319,157565825,139458664
크루셜텍(주),114120,2015/12,262524146,289380143,9608918,10719219,170995301,50361311
크루셜텍(주),114120,2016/12,320033254,286280182,288829,288829,173051380,50791923
크루셜텍(주),114120,2017/12,172701652,248990199,-63733422,-63733422,152930641,48150789
크루셜텍(주),114120,2018/12,83675066,152030333,-53631814,-53631814,92661477,44961561
크루셜텍(주),114120,2019/12,65079351,107061952,-45131058,-45131058,53538269,49847056
크리스탈지노믹스(주),083790,2010/12,3370859,30712736,-7218759,-7218759,18141818,6948898
크리스탈지노믹스(주),083790,2011/12,3805891,62963972,-9448312,-9448312,30427151,13003849
크리스탈지노믹스(주),083790,2012/12,3718986,54559546,-11819648,-11819648,25539234,11875968
크리스탈지노믹스(주),083790,2013/12,4795862,88769402,-11405566,-11405566,12296650,13864110
크리스탈지노믹스(주),083790,2014/12,4535575,106051985,-11930796,-11930796,32129953,13142576
크리스탈지노믹스(주),083790,2015/12,9765712,127284550,-5141977,-5141977,37828386,24043282
크리스탈지노믹스(주),083790,2016/12,14524949,128666439,-3766382,-3547076,39693678,24477377
크리스탈지노믹스(주),083790,2017/12,12175118,119465138,-8575453,-8575453,34493003,23454301
크리스탈지노믹스(주),083790,2018/12,13887491,256919699,6907591,6907591,166757824,22883481
크리스탈지노믹스(주),083790,2019/12,14006559,379189388,-38091103,-38091103,238210422,76066528
키네마스터(주),139670,2010/12,,,,,,
키네마스터(주),139670,2011/12,,,,,,
키네마스터(주),139670,2012/12,,,,,,
키네마스터(주),139670,2013/12,,,,,,
키네마스터(주),139670,2014/12,17344584,30108688,2491882,2491882,28163813,500740
키네마스터(주),139670,2015/12,12713550,28153437,-1191553,-1191553,25703598,369989
키네마스터(주),139670,2016/12,9342322,21840802,-5262828,-5262828,19123378,686598
키네마스터(주),139670,2017/12,10098222,16620815,-4289608,-4289608,14741048,551593
키네마스터(주),139670,2018/12,12796770,14016800,-3144984,-3144984,12357569,409782
키네마스터(주),139670,2019/12,19423411,14348847,61731,61731,12303416,331469
태경산업(주),015890,2010/12,335009324,384414747,31053582,31053582,188525144,144699789
태경산업(주),015890,2011/12,400323922,422190911,25587992,25587992,204501531,157572182
태경산업(주),015890,2012/12,406825725,428780317,24560628,24560628,180684266,169197196
태경산업(주),015890,2013/12,445819807,435097316,7640532,7640532,187145308,176877599
태경산업(주),015890,2014/12,407671453,431307721,7250627,7250627,183348231,187799232
태경산업(주),015890,2015/12,353853068,467026320,-8297535,-8297535,156735653,233395553
태경산업(주),015890,2016/12,444685147,498398107,4364516,4364516,183681093,239082560
태경산업(주),015890,2017/12,563737012,474559999,7751750,7751750,176161579,227213550
태경산업(주),015890,2018/12,563469539,542740904,14442560,14442560,199189158,285658177
태경산업(주),015890,2019/12,519562901,561358060,25552233,25552233,234091199,268323439
태경케미컬(주),006890,2010/12,39738205,85655196,6912201,6912201,29964150,21676857
태경케미컬(주),006890,2011/12,53525072,84348411,7826863,7826863,35241834,23173733
태경케미컬(주),006890,2012/12,55839714,90176361,7198996,7198996,35640916,25163377
태경케미컬(주),006890,2013/12,51890971,101276656,4169646,4169646,38434335,26830729
태경케미컬(주),006890,2014/12,53965988,113103974,6107007,6107007,33109230,39359081
태경케미컬(주),006890,2015/12,50912036,117932058,5365380,5365380,19350543,47590816
태경케미컬(주),006890,2016/12,51339557,113086853,3820249,3820249,20939976,47994420
태경케미컬(주),006890,2017/12,48889793,110660845,1639019,1639019,18755224,46963976
태경케미컬(주),006890,2018/12,47441991,123194402,2906256,2906256,19696288,55750915
태경케미컬(주),006890,2019/12,41832104,135621495,9823097,9823097,51061346,34375525
태광산업(주),003240,2010/12,3301772059,2989180109,413216024,413216024,840938341,1156403248
태광산업(주),003240,2011/12,4004987072,3834259530,366280674,366280674,1322695777,1427996253
태광산업(주),003240,2012/12,3715181735,3880265818,115498604,115498604,1389593386,1348308487
태광산업(주),003240,2013/12,3513353201,3994992553,113939554,113939554,1471623764,1271859132
태광산업(주),003240,2014/12,3162246020,3879647029,122820168,122820168,1280790494,1243927920
태광산업(주),003240,2015/12,2804357944,3824851529,104614215,104614215,1280132331,1201641882
태광산업(주),003240,2016/12,2671107287,3822296399,44525681,44525681,1374955883,1022654663
태광산업(주),003240,2017/12,2915823077,4109516134,179184350,179184350,1661379108,814421620
태광산업(주),003240,2018/12,3108761624,4502656502,249125392,249125392,2072441401,713518230
태광산업(주),003240,2019/12,2918003265,4357125482,167539648,167539648,1945845490,648923418
태림페이퍼(주),019300,2010/12,213573904,305834395,14947619,14947619,44932009,139340939
태림페이퍼(주),019300,2011/12,241909054,574328001,24952900,24952900,115279080,290720060
태림페이퍼(주),019300,2012/12,434960595,551057855,14111059,14111059,104630664,289877308
태림페이퍼(주),019300,2013/12,425724544,567074895,11217425,11217425,99766778,307966899
태림페이퍼(주),019300,2014/12,402568274,592642987,9021083,9021083,99348059,331114990
태림페이퍼(주),019300,2015/12,405200618,500878581,-27351711,-27351711,124761523,317020558
태림포장(주),011280,2010/12,,,,,,
태림포장(주),011280,2011/12,,,,,,
태림포장(주),011280,2012/12,,,,,,
태림포장(주),011280,2013/12,,,,,,
태림포장(주),011280,2014/12,,,,,,
태림포장(주),011280,2015/12,350351465,621990367,-12334615,-12334615,109867145,313698453
태림포장(주),011280,2016/12,377902760,728839659,-58376301,-58376301,213128421,464614273
태림포장(주),011280,2017/12,565689393,633207637,-677420,-677420,150608017,444106417
태림포장(주),011280,2018/12,608654279,606842052,28676653,28676653,151972972,434067661
태림포장(주),011280,2019/12,572946203,566299273,21694174,21694174,125997584,420477652
태산엘시디(주),036210,2010/12,1479536387,363695041,86230820,88754959,195657811,133822273
태산엘시디(주),036210,2011/12,928026532,481495738,-24513433,-23920635,346564610,128223389
태산엘시디(주),036210,2012/12,477813291,238498306,-26698126,-25869678,167068421,65827395
태산엘시디(주),036210,2013/12,5252541,161616479,-65226930,-49801948,142029980,18139680
태양금속공업(주),004100,2010/12,274296198,289577672,4386812,4386812,145035374,127966712
태양금속공업(주),004100,2011/12,344589399,338416981,786265,786265,179702352,146305909
태양금속공업(주),004100,2012/12,433348535,404649952,1630374,1630374,225663599,169831893
태양금속공업(주),004100,2013/12,460531722,364458391,1489562,1489562,189944663,164696151
태양금속공업(주),004100,2014/12,475397440,364383982,6708400,6708400,193694475,160432869
태양금속공업(주),004100,2015/12,482361925,370136182,3951906,3951906,192582145,166656763
태양금속공업(주),004100,2016/12,477027217,373071345,9605401,9605401,194291345,168121817
태양금속공업(주),004100,2017/12,469169633,377069521,-4167314,-4167314,193156229,170235579
태양금속공업(주),004100,2018/12,449188919,396326285,-5440408,-5440408,200979231,180396020
태양금속공업(주),004100,2019/12,470863288,393674465,-22140537,-22140537,189563750,182943239
태원물산(주),001420,2010/12,,,,,,
태원물산(주),001420,2011/12,,,,,,
태원물산(주),001420,2012/12,,,,,,
태원물산(주),001420,2013/12,,,,,,
태원물산(주),001420,2014/12,,,,,,
태원물산(주),001420,2015/12,,,,,,
태원물산(주),001420,2016/12,,,,,,
태원물산(주),001420,2017/12,,,,,,
태원물산(주),001420,2018/12,,,,,,
태원물산(주),001420,2019/12,,,,,,
태평양물산(주),007980,2010/12,315003950,284369704,-2740804,-2740804,128973542,64542812
태평양물산(주),007980,2011/12,469367575,321869195,3311152,3311152,151120214,74216180
태평양물산(주),007980,2012/12,593322835,460491054,-1573834,-1573834,281877975,78775799
태평양물산(주),007980,2013/12,818363328,567236761,3206344,3206344,343524067,88684370
태평양물산(주),007980,2014/12,798871319,601877691,1089118,1089118,359344793,104423178
태평양물산(주),007980,2015/12,842559230,611246572,-17325284,-17325284,355852980,129574829
태평양물산(주),007980,2016/12,864658855,553742011,-53314936,-53314936,290933088,155791516
태평양물산(주),007980,2017/12,922195889,531201348,9917161,9917161,279709658,141365247
태평양물산(주),007980,2018/12,972052003,556510004,10381488,10381488,294657961,163252868
태평양물산(주),007980,2019/12,971638980,613319316,11233484,11233484,312224940,175070894
테고사이언스(주),191420,2012/12,,,,,,
테고사이언스(주),191420,2013/12,,,,,,
테고사이언스(주),191420,2014/12,,,,,,
테고사이언스(주),191420,2015/12,,,,,,
테고사이언스(주),191420,2016/12,8343010,44644585,753896,753896,31462106,8895867
테고사이언스(주),191420,2017/12,8642115,48388757,-6273278,-6273278,24438198,19192339
테고사이언스(주),191420,2018/12,7850219,47562132,-1860194,-1860194,25180559,19201904
테고사이언스(주),191420,2019/12,6346019,48569091,831875,831875,26404754,18716934
테라사이언스(주),073640,2010/12,38825166,131781138,1922521,1922521,43786540,69364747
테라사이언스(주),073640,2011/12,54207498,143337738,1265846,1265846,54000174,71458283
테라사이언스(주),073640,2012/12,46925723,140365792,2894712,2894712,50081786,72746368
테라사이언스(주),073640,2013/12,32430724,144924752,-5411397,-5411397,49430167,77802771
테라사이언스(주),073640,2014/12,35443087,144264755,-7552779,-7552779,45065546,81080024
테라사이언스(주),073640,2015/12,28933361,59020404,-29055382,-28273938,17075818,25983323
테라사이언스(주),073640,2016/12,,,,,,
테라사이언스(주),073640,2017/12,24030813,51045160,-2329327,-2329327,29119750,18869859
테라사이언스(주),073640,2018/12,19572116,47627853,-1989123,-1989123,26650411,20035118
테라사이언스(주),073640,2019/12,16194065,50474430,-2755497,-2755497,11493754,20972020
텔코웨어(주),078000,2010/12,49107098,112362487,3219623,3219623,76731221,17383352
텔코웨어(주),078000,2011/12,54875363,111961617,5552885,5552885,74899529,16994049
텔코웨어(주),078000,2012/12,62267722,110408601,6773394,6773394,71782348,17325756
텔코웨어(주),078000,2013/12,65775731,127430930,10839720,10839720,81610451,23240960
텔코웨어(주),078000,2014/12,50641871,115489037,7610954,7610954,71710583,24704455
텔코웨어(주),078000,2015/12,59369782,119593383,7786158,7786158,78748125,24276913
텔코웨어(주),078000,2016/12,40894146,116004471,4503624,4503624,76239695,23678015
텔코웨어(주),078000,2017/12,41401581,119150756,5300434,5300434,83938441,23153040
텔코웨어(주),078000,2018/12,42145350,125823445,6343551,6343551,90832630,22771588
텔코웨어(주),078000,2019/12,41789353,127373937,4283361,4283361,70535048,22244744
토자이홀딩스(주),037700,2010/12,,,,,,
티와이엠(주),002900,2010/12,313508628,326419130,15046510,15046510,188393761,114430067
티와이엠(주),002900,2011/12,336738119,326638660,-6620440,-6620440,191849321,107801577
티와이엠(주),002900,2012/12,366717705,338915310,-1294895,-1294895,205806316,107742450
티와이엠(주),002900,2013/12,381620325,336812212,-1454944,-1454944,209873904,103426494
티와이엠(주),002900,2014/12,343695849,349591690,-8895307,-662206,225952516,100642080
티와이엠(주),002900,2015/12,357489527,341816689,2647239,2733381,222031282,98576392
티와이엠(주),002900,2016/12,375475433,355460123,3681720,3681720,216424957,99732275
티와이엠(주),002900,2017/12,528335206,536617638,-22604786,-26155213,326461493,174840454
티와이엠(주),002900,2018/12,589909835,581549457,-22760684,-22760684,361576996,195983393
티와이엠(주),002900,2019/12,617355468,628615584,5224426,5224426,394280837,200757515
티이엠씨(주),425040,2017/12,,,,,,
티이엠씨(주),425040,2018/12,,,,,,
티이엠씨(주),425040,2019/12,,,,,,
티제이미디어(주),032540,2010/12,65184217,110250232,9675376,9675376,53311591,45455768
티제이미디어(주),032540,2011/12,64680498,96291992,6198208,6198208,42618695,46309181
티제이미디어(주),032540,2012/12,78884855,97698875,3936460,4453860,43308738,47077601
티제이미디어(주),032540,2013/12,73224767,96001615,521632,521632,39265241,47892915
티제이미디어(주),032540,2014/12,57989559,92397160,-230716,-230716,37601230,47220406
티제이미디어(주),032540,2015/12,71695413,94675942,2046184,2046184,42339828,45312048
티제이미디어(주),032540,2016/12,77945341,96239704,861502,861502,44305515,44563734
티제이미디어(주),032540,2017/12,83637582,98850829,1674129,1674129,40204925,51238859
티제이미디어(주),032540,2018/12,68523824,99795523,-1589132,-1589132,35319988,56657994
티제이미디어(주),032540,2019/12,75419429,105918758,901690,901690,33374673,64804327
티케이지애강(주),022220,2010/12,186718888,140622003,-26648334,-26648334,57234570,67979220
티케이지애강(주),022220,2011/12,182361623,143781773,-3674097,-3674097,64972012,65842278
티케이지애강(주),022220,2012/12,115892382,118379298,7453316,7453316,53516811,47433363
티케이지애강(주),022220,2013/12,85566237,113584427,-9242209,-9242209,54999450,46925752
티케이지애강(주),022220,2014/12,85748510,88065649,-13739961,-13739961,37099840,41261569
티케이지애강(주),022220,2015/12,51913546,89685082,-1882489,-139027,34216899,38747550
티케이지애강(주),022220,2016/12,69283697,81952271,5577584,5413452,29638668,21424796
티케이지애강(주),022220,2017/12,78234490,77429144,9528745,9528745,34217725,23077189
티케이지애강(주),022220,2018/12,64950179,83071031,7510360,7510360,39946332,23658073
티케이지애강(주),022220,2019/12,71371711,94318503,11522828,11522828,52368989,23190723
티케이지휴켐스(주),069260,2010/12,539341636,590489226,68207479,68207479,381064654,177733135
티케이지휴켐스(주),069260,2011/12,566909489,711538354,51537570,51537570,331910630,241678926
티케이지휴켐스(주),069260,2012/12,713347820,771018336,52194435,52194435,379462567,338895177
티케이지휴켐스(주),069260,2013/12,795714488,776494191,50290636,50290636,402379039,320982838
티케이지휴켐스(주),069260,2014/12,716638988,742872576,38041971,38041971,318618688,301384446
티케이지휴켐스(주),069260,2015/12,600426024,710593242,34222746,34222746,368934116,279429312
티케이지휴켐스(주),069260,2016/12,598231742,748874587,39903581,39903581,319280225,262049545
티케이지휴켐스(주),069260,2017/12,715764958,881579305,110056577,110056577,505731798,243813810
티케이지휴켐스(주),069260,2018/12,762875404,864734491,105081366,105081366,529637193,217482533
티케이지휴켐스(주),069260,2019/12,659772632,913867791,70312286,70312286,426835642,215693576
팅크웨어(주),084730,2010/12,,,,,,
팅크웨어(주),084730,2011/12,,,,,,
팅크웨어(주),084730,2012/12,,,,,,
팅크웨어(주),084730,2013/12,177426513,208004825,-2719680,-2719681,131732964,44908432
팅크웨어(주),084730,2014/12,159488141,197685268,953947,953947,121444571,42871282
팅크웨어(주),084730,2015/12,151259007,198964701,919853,919853,114428530,41717893
팅크웨어(주),084730,2016/12,185038714,207081894,2107564,2107564,119344920,48210155
팅크웨어(주),084730,2017/12,197920594,205687951,2220487,2220487,116155502,53741174
팅크웨어(주),084730,2018/12,194443885,198626631,1918367,1918367,110749730,50154164
팅크웨어(주),084730,2019/12,182220910,208700708,4050708,4050708,118477611,49446281
파나케이아(주),058530,2010/12,14411300,30363947,-1268653,-1268653,16192476,7476875
파나케이아(주),058530,2011/12,20855740,44501035,263657,263657,23292583,11525002
파나케이아(주),058530,2012/12,21581673,38682471,-3625798,-3625798,18875368,9997745
파나케이아(주),058530,2013/12,24822195,41188722,717415,717415,19123497,10109461
파나케이아(주),058530,2014/12,22539775,42842916,-2799260,-2799260,19198900,9849393
파나케이아(주),058530,2015/12,23408912,50669501,420975,420975,26522702,9836539
파나케이아(주),058530,2016/12,59798412,94693328,69107,1898340,60559309,12626829
파나케이아(주),058530,2017/12,96694384,131715727,-23768813,-23692429,82988555,21777865
파나케이아(주),058530,2018/12,70689133,171434545,-17434471,-17434471,49115430,89363580
파나케이아(주),058530,2019/12,41111222,152329511,-24929147,-24929147,34099315,100724231
파미셀(주),005690,2010/12,7217361,29744659,-11890259,-11890259,16290837,1234773
파미셀(주),005690,2011/12,10282424,101152986,-18185956,-18185956,15028762,3666249
파미셀(주),005690,2012/12,11111800,136426638,-17649474,-17649474,33499615,6029546
파미셀(주),005690,2013/12,33405394,99368849,-25700965,-25700965,13919475,5729348
파미셀(주),005690,2014/12,,,,,,
파미셀(주),005690,2015/12,,,,,,
파미셀(주),005690,2016/12,,,,,,
파미셀(주),005690,2017/12,,,,,,
파미셀(주),005690,2018/12,,,,,,
파미셀(주),005690,2019/12,,,,,,
팜젠사이언스(주),004720,2010/12,40066034,55733786,-3974274,-3974274,36702827,7692191
팜젠사이언스(주),004720,2011/12,27911913,42823798,-8846737,-8846737,31550494,7321719
팜젠사이언스(주),004720,2012/12,30291621,42613631,-5326181,-5326181,32447305,7124824
팜젠사이언스(주),004720,2013/12,38971053,39329045,-3779193,-3779193,30679777,6415451
팜젠사이언스(주),004720,2014/12,44203012,42043232,-4620659,-4620659,33794965,5938748
팜젠사이언스(주),004720,2015/12,60405445,46449650,2083070,2083070,38196176,5949874
팜젠사이언스(주),004720,2016/12,71545613,64300325,3470531,3470531,53087056,8348152
팜젠사이언스(주),004720,2017/12,79894497,68480423,4433382,4433382,55321867,8839475
팜젠사이언스(주),004720,2018/12,89101640,98193428,4495677,4495677,80954729,8618300
팜젠사이언스(주),004720,2019/12,95137669,100034914,235996,235996,50615111,15595267
패션플랫폼(주),256090,2013/12,,,,,,
패션플랫폼(주),256090,2014/12,,,,,,
패션플랫폼(주),225590,2015/12,,,,,,
패션플랫폼(주),256090,2015/12,,,,,,
패션플랫폼(주),225590,2016/12,,,,,,
패션플랫폼(주),256090,2016/12,,,,,,
패션플랫폼(주),225590,2017/12,,,,,,
패션플랫폼(주),225590,2018/12,,,,,,
패션플랫폼(주),225590,2019/12,,,,,,
팬오션(주),028670,2010/12,6469345000,6005258000,78967000,78967000,1990314000,3849237000
팬오션(주),028670,2011/12,5742168000,7016406000,-21984000,-21984000,1701788000,4903805000
팬오션(주),028670,2012/12,5417846000,7150182000,-466865000,-466865000,1286290000,5413570000
팬오션(주),028670,2013/12,2691198000,4880129000,-1909683000,-1909683000,762164000,3969813000
팬오션(주),028670,2014/12,1645571000,4557930000,786078000,789188000,971667000,3521169000
팬오션(주),028670,2015/12,1819313000,4314284000,45547000,46966000,626182000,3640361000
팬오션(주),028670,2016/12,1873986000,4330646000,97089000,97089000,573324000,3678016000
팬오션(주),028670,2017/12,2336240000,3894362000,141275000,141275000,613206000,3223616000
팬오션(주),028670,2018/12,2668353000,4119496000,148645000,148645000,692157000,3362753000
팬오션(주),028670,2019/12,2467891000,4454177000,147727000,147727000,679531000,3736999000
퍼스텍(주),010820,2010/12,78823510,98029552,7079917,7079917,33565274,41847218
퍼스텍(주),010820,2011/12,83953089,116424272,2748069,2748069,38256881,46009201
퍼스텍(주),010820,2012/12,91483076,132133694,2589407,2589407,55260457,47138477
퍼스텍(주),010820,2013/12,108779044,147578857,2375019,2375019,67268291,46508426
퍼스텍(주),010820,2014/12,115615170,200022792,1623965,1623965,108842993,51829384
