회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),자산(*)(IFRS)(천원),당기순이익(손실)(IFRS)(천원),계속영업이익(손실)(IFRS)(천원),유동자산(*)(IFRS)(천원),유형자산(*)(IFRS)(천원)
제이씨케미칼(주),137950,2011/12,112360887,70017157,7128799,7128799,42283306,14299503
제이씨케미칼(주),137950,2012/12,92763417,57497631,2630924,2630924,18923974,15699795
제이씨케미칼(주),137950,2013/12,101503897,64240630,2402778,2402778,25600353,15673562
제이씨케미칼(주),137950,2014/12,76397676,95421089,-186741,-186741,36915109,14234323
제이씨케미칼(주),137950,2015/12,110177242,123609191,5450345,5450345,34879135,13448375
제이씨케미칼(주),137950,2016/12,153804664,140863364,16239304,16239304,32587863,13289738
제이씨케미칼(주),137950,2017/12,155078140,148515989,4968963,4968963,36070551,11524765
제이씨케미칼(주),137950,2018/12,159857878,179650243,9509229,9509229,45887350,20786742
제이씨케미칼(주),137950,2019/12,177024604,236690810,5871406,5871406,60307352,50724179
제이씨현시스템(주),033320,2010/12,108706315,69286414,598620,598620,38962007,10689838
제이씨현시스템(주),033320,2011/12,113786390,66136435,2276644,2276644,39117442,10438056
제이씨현시스템(주),033320,2012/12,106310065,67906316,-1679358,-1679358,42240767,9906346
제이씨현시스템(주),033320,2013/12,109979515,71001459,1407509,1407509,46163123,9689463
제이씨현시스템(주),033320,2014/12,99510772,75752537,1736827,1392004,46149419,8773215
제이씨현시스템(주),033320,2015/12,118767744,84974402,1303402,1303402,54532200,7042965
제이씨현시스템(주),033320,2016/12,155242706,88319700,1731887,1731887,60764005,7333123
제이씨현시스템(주),033320,2017/12,229175438,95927187,9058238,9058238,68372180,6685995
제이씨현시스템(주),033320,2018/12,229670368,115785598,7263456,7263456,86642459,9324571
제이씨현시스템(주),033320,2019/12,171196283,110855644,174291,174291,80940729,8849117
제이앤유글로벌,086200,2010/12,82081201,79911166,5218587,5218587,42202728,20201157
제이앤유글로벌,086200,2011/12,85379043,80384826,5502029,5502029,40710205,19915541
제이앤유글로벌,086200,2012/12,68902571,74328103,-1026646,-1026646,36321562,17864691
제이앤유글로벌,086200,2013/12,48051777,87516105,-7054329,-7054329,48120839,17285164
제이앤유글로벌,086200,2014/12,33033257,76525885,-10008568,-10008568,34116811,16747680
제이앤유글로벌,086200,2015/12,42964661,91741029,-12274317,-12274317,54677180,15862932
제이에스전선(주),005560,2010/12,558844839,204520947,-4962644,-4962644,138282430,51013747
제이에스전선(주),005560,2011/12,530235393,188791914,-12194985,-12194985,120798450,48987717
제이에스전선(주),005560,2012/12,581810770,195466773,12565197,12565198,125729535,46610509
제이에스전선(주),005560,2013/12,526423418,187131506,-21557312,-21557312,120551297,43859528
제이엔케이히터(주),126880,2010/12,91041300,64821147,13311322,13311322,52769813,4259346
제이엔케이히터(주),126880,2011/12,92116188,111602543,9374676,9374676,82209097,17377802
제이엔케이히터(주),126880,2012/12,100053194,128939420,7801955,7801955,83941439,25263625
제이엔케이히터(주),126880,2013/12,72994824,119286769,756295,756295,68067412,31740500
제이엔케이히터(주),126880,2014/12,105898651,129148415,-19746864,-11904449,81076759,23848887
제이엔케이히터(주),126880,2015/12,118455723,126971132,3225885,5829133,71943558,22551908
제이엔케이히터(주),126880,2016/12,106772446,138678139,-5035054,-5035054,88931602,19271911
제이엔케이히터(주),126880,2017/12,96715708,132380121,-13733573,-13733573,77571316,12364270
제이엔케이히터(주),126880,2018/12,114644019,195184203,-7445874,-7445874,128437573,15783721
제이엔케이히터(주),126880,2019/12,197512325,158379965,5221468,5221468,92726285,18881553
제이엠아이(주),033050,2010/12,32984794,128366185,5400448,5400448,69442654,11501509
제이엠아이(주),033050,2011/12,34390375,121708204,-1142040,-1142040,61160945,11976143
제이엠아이(주),033050,2012/12,28061050,103506885,-25570066,-25570066,47276937,23690092
제이엠아이(주),033050,2013/12,17743451,60168856,-23962587,-23962587,17166824,19026513
제이엠아이(주),033050,2014/12,21082148,60078698,1351989,1351989,19369434,16945633
제이엠아이(주),033050,2015/12,13976083,59303973,-448741,-448741,19159902,15021646
제이엠아이(주),033050,2016/12,16685967,48751162,-9903423,-9903423,20597112,14189928
제이엠아이(주),033050,2017/12,15146855,48321942,955295,955295,20327342,13966444
제이엠아이(주),033050,2018/12,11276792,52651579,1759620,1759620,21788575,11143488
제이엠아이(주),033050,2019/12,11948797,47759041,-4509009,-4509009,19626317,13864070
제이엠티(주),094970,2010/12,123657643,63303936,1460106,1460106,28187194,18599639
제이엠티(주),094970,2011/12,97374511,81635116,1972053,1972053,37272790,27623700
제이엠티(주),094970,2012/12,157695459,81990887,-315899,-315899,39414658,30867294
제이엠티(주),094970,2013/12,150969115,92223057,2758462,2758462,52840777,28398430
제이엠티(주),094970,2014/12,155240340,81128022,4796771,4796771,47449315,22285359
제이엠티(주),094970,2015/12,88876737,47292520,-5252714,-5252714,22602023,12001164
제이엠티(주),094970,2016/12,99569337,60156692,3991361,3991361,36717241,8185250
제이엠티(주),094970,2017/12,115432823,92998000,1090429,1090429,66552708,5599860
제이엠티(주),094970,2018/12,102773155,73837495,4505560,4505560,53154802,5367653
제이엠티(주),094970,2019/12,54807237,60260980,2373924,2373924,39277394,5243145
제이준코스메틱(주),025620,2010/12,70033053,65193673,-5894298,-5894298,34121752,30585858
제이준코스메틱(주),025620,2011/12,57607367,55280901,-9979272,-9979272,25105770,29918761
제이준코스메틱(주),025620,2012/12,50422207,56549087,-5714555,-5714555,21966877,34051081
제이준코스메틱(주),025620,2013/12,30094731,59085837,-16493582,-16493582,20659557,38159472
제이준코스메틱(주),025620,2014/12,7148923,30689936,-8066011,-8925390,874656,29603019
제이준코스메틱(주),025620,2015/12,8011257,27227764,-15202500,-15202500,21560502,119578
제이준코스메틱(주),025620,2016/12,80888163,114517494,13013184,13013184,86175053,14093633
제이준코스메틱(주),025620,2017/12,129713291,152808469,27396805,26799838,77184041,53911808
제이준코스메틱(주),025620,2018/12,131786245,212733731,-762013,-762013,135243124,59039606
제이준코스메틱(주),025620,2019/12,40813125,126178682,-79408644,-79408644,52745109,20081236
제일모직(주),001300,2010/12,5004411009,3939260594,240389457,240389457,1156919055,1104931609
제일모직(주),001300,2011/12,5417336508,4786803254,241062290,241062290,1325864201,1450903103
제일모직(주),001300,2012/12,5741248417,5253947547,240940772,240940772,1683793053,1640678575
제일모직(주),001300,2013/12,4277555825,4785269943,269118686,142691207,1800029057,1525816761
제일약품(주),271980,2017/12,371591763,413726102,1067595,1067595,298602582,102658484
제일약품(주),271980,2018/12,627074758,402903123,1889033,1889033,273355962,120481184
제일약품(주),271980,2019/12,671406875,401585119,-10584593,-10584593,264134194,121614302
제일연마공업(주),001560,2010/12,67856583,75080384,6843915,6843915,37997072,12947575
제일연마공업(주),001560,2011/12,73921178,79710661,6975938,6975938,43054003,14258766
제일연마공업(주),001560,2012/12,73560830,84032793,7054439,7054439,43828588,15440501
제일연마공업(주),001560,2013/12,72997377,75454780,5535065,5535065,33785132,15643354
제일연마공업(주),001560,2014/12,75357493,79544337,5903922,5903922,37707415,14308324
제일연마공업(주),001560,2015/12,73257206,81514935,2235333,2235333,39725239,13941894
제일연마공업(주),001560,2016/12,72035073,79421237,3061463,3061463,40979491,13676191
제일연마공업(주),001560,2017/12,70962538,79610394,3249784,3249784,42266539,13741711
제일연마공업(주),001560,2018/12,70561407,82111011,4856834,4856834,46813367,14244667
제일연마공업(주),001560,2019/12,69029654,86815185,4265576,4265576,45927545,15817440
제일전기공업(주),199820,2010/12,,,,,,
제일전기공업(주),199820,2011/12,,,,,,
제일전기공업(주),199820,2012/12,,,,,,
제일전기공업(주),199820,2013/12,,,,,,
제일전기공업(주),199820,2014/12,,,,,,
제일전기공업(주),199820,2015/12,,,,,,
제일전기공업(주),199820,2016/12,,,,,,
제일전기공업(주),199820,2017/12,,,,,,
제일전기공업(주),199820,2018/12,128270386,92469890,12247163,12247163,47419297,25022800
제일전기공업(주),199820,2019/12,146148121,101400110,14126527,14126527,53862334,27209620
제일파마홀딩스(주),002620,2010/12,431307030,345789108,26190378,26190378,240138406,45721030
제일파마홀딩스(주),002620,2011/12,462853352,384131035,27014788,27014788,257724250,65993599
제일파마홀딩스(주),002620,2012/12,426819209,390765178,11171838,11171838,226000345,104964676
제일파마홀딩스(주),002620,2013/12,451968239,396097415,484386,484386,238654513,98475989
제일파마홀딩스(주),002620,2014/12,512736239,409567197,2095459,2095459,253796832,93288626
제일파마홀딩스(주),002620,2015/12,594715655,445166106,9761371,9761371,289194166,92082516
제일파마홀딩스(주),002620,2016/12,616093302,481474024,8816842,8816842,293252073,112543050
제일파마홀딩스(주),002620,2017/12,3878015,176994118,516830743,3064270,9300410,2455984
제일파마홀딩스(주),002620,2018/12,13062295,587402085,5266222,5266222,37229196,9739460
제일파마홀딩스(주),002620,2019/12,15296455,528980385,-85608008,-85608008,21794581,10842995
제주맥주(주),276730,2016/12,,,,,,
제주맥주(주),276730,2017/12,,,,,,
제주맥주(주),276730,2018/12,,,,,,
제주맥주(주),276730,2019/12,,,,,,
조광아이엘아이(주),044060,2010/12,16020890,41058398,644604,644604,14824734,17070813
조광아이엘아이(주),044060,2011/12,17743944,40423770,-1249382,-1249382,17426734,17811488
조광아이엘아이(주),044060,2012/12,22131586,41301843,-578679,-578679,15816566,18128851
조광아이엘아이(주),044060,2013/12,20591147,42974736,2448355,2448355,18080557,17901076
조광아이엘아이(주),044060,2014/12,26616575,53849196,5166365,5166365,22546869,27931497
조광아이엘아이(주),044060,2015/12,31232603,65035613,7056482,7056482,34898906,26313415
조광아이엘아이(주),044060,2016/12,24499975,61894966,3742691,3742691,27813729,30619741
조광아이엘아이(주),044060,2017/12,20324881,59296096,3391171,3391171,22998203,29587592
조광아이엘아이(주),044060,2018/12,24602135,64012148,4835244,4835244,28579489,28647345
조광아이엘아이(주),044060,2019/12,24534303,93528657,4641813,4641813,31469314,28266439
조광페인트(주),004910,2010/12,153001491,185417753,10461130,10461130,76790955,72630122
조광페인트(주),004910,2011/12,164439693,195498200,5775856,5775856,81186879,76209671
조광페인트(주),004910,2012/12,170006324,199270267,2890687,2890687,82558775,79280272
조광페인트(주),004910,2013/12,180594468,206095061,10419507,10419507,88216000,81052043
조광페인트(주),004910,2014/12,189183817,221025073,16101690,16101690,86801643,94256950
조광페인트(주),004910,2015/12,183399145,219560869,18502818,18502818,83338158,94827594
조광페인트(주),004910,2016/12,183378684,229635274,16991820,16991820,88584616,98770758
조광페인트(주),004910,2017/12,196287605,258537841,16097303,16097303,92113069,115964566
조광페인트(주),004910,2018/12,204432755,300509172,-217774,-217774,98031008,151873449
조광페인트(주),004910,2019/12,198162872,305598117,-5320503,-5320503,92627077,146728665
조광피혁(주),004700,2010/12,161444868,170039670,16021669,16021669,107641249,21694710
조광피혁(주),004700,2011/12,181946237,173857678,10034954,10034954,109313700,22261159
조광피혁(주),004700,2012/12,195974888,177641364,7512584,7512584,111234614,24084818
조광피혁(주),004700,2013/12,185292196,188031483,9488614,9488614,110613449,23764121
조광피혁(주),004700,2014/12,195012611,200015729,8026778,8026778,97958502,24750877
조광피혁(주),004700,2015/12,180546466,196764735,7268907,7268907,90854656,23636208
조광피혁(주),004700,2016/12,198566058,226636415,21936144,21936144,102077050,24563569
조광피혁(주),004700,2017/12,174294405,244713604,22019014,22019014,83713895,26772226
조광피혁(주),004700,2018/12,127668738,250578187,13647369,13647369,82401305,25888741
조광피혁(주),004700,2019/12,108240350,295821869,14499687,14499687,85635650,22891621
조선내화(주),000480,2010/12,409985503,707438485,24778798,24778798,185995357,111392596
조선내화(주),000480,2011/12,465542305,671256324,29221441,29221441,206339035,100438706
조선내화(주),000480,2012/12,498488730,672964860,27342489,27342489,205248593,108615653
조선내화(주),000480,2013/12,491739130,650424274,33341742,33341742,199299106,117034150
조선내화(주),000480,2014/12,491717569,637162893,36348883,36348883,199195849,106724047
조선내화(주),000480,2015/12,468201028,577302435,34792861,34792861,221800787,126417971
조선내화(주),000480,2016/12,455717223,641828546,11036259,11036259,222316442,124763315
조선내화(주),000480,2017/12,439188095,679510614,6262140,6262140,215996672,120379135
조선내화(주),000480,2018/12,504868202,721116872,37369611,37369611,228770434,117672676
조선내화(주),000480,2019/12,467931121,721952528,16019428,16019428,199697232,115048805
조선선재(주),120030,2010/12,69513190,38386634,9616021,9616021,26986078,11248364
조선선재(주),120030,2011/12,75614865,45093751,11666002,11666002,33801768,10864545
조선선재(주),120030,2012/12,73414643,50151407,7480781,7480781,39042790,10677867
조선선재(주),120030,2013/12,72233523,60264361,9104852,9104852,49151540,10677829
조선선재(주),120030,2014/12,70928954,74264534,12879059,12879059,62510238,10589156
조선선재(주),120030,2015/12,66334460,89007793,14560901,14560901,76838934,9566144
조선선재(주),120030,2016/12,63087575,100867386,14463002,14463002,88834017,9776295
조선선재(주),120030,2017/12,66010846,111971631,15371416,15371416,99318397,10244061
조선선재(주),120030,2018/12,62709302,115036197,11756848,11756848,101990387,9991289
조선선재(주),120030,2019/12,64043540,121051072,12811453,12811453,107947196,10156264
조아제약(주),034940,2010/12,36210475,59975267,2105605,2105605,35272373,13259208
조아제약(주),034940,2011/12,38922205,62121669,1602672,1602672,36508404,14787931
조아제약(주),034940,2012/12,41032148,63429125,1286573,1286573,38264025,15750052
조아제약(주),034940,2013/12,43270036,69979516,1934141,1934141,42012643,15479190
조아제약(주),034940,2014/12,41647903,73238888,-3974890,-3974890,40981640,19107435
조아제약(주),034940,2015/12,48681916,73658232,1101262,1101262,40841876,19493221
조아제약(주),034940,2016/12,53967907,74880226,274937,274937,44227109,20498983
조아제약(주),034940,2017/12,57172020,83666302,2035510,2035510,52447045,18961335
조아제약(주),034940,2018/12,61640171,84115458,672213,672213,53058274,19041193
조아제약(주),034940,2019/12,66476463,86096848,-623203,-623203,53352361,18403160
조일알미늄(주),018470,2010/12,407407665,292570113,15595769,15595769,176264588,96167666
조일알미늄(주),018470,2011/12,396286962,291361368,10656034,10656034,175921787,93998285
조일알미늄(주),018470,2012/12,359008369,250378245,8939275,8939275,149575393,87015825
조일알미늄(주),018470,2013/12,326176058,258754256,2526566,2526566,157565421,91522023
조일알미늄(주),018470,2014/12,309041275,284817577,-1982854,-1982854,158478854,116697505
조일알미늄(주),018470,2015/12,271779373,275509948,-5693984,-5693984,127095175,137364297
조일알미늄(주),018470,2016/12,273427164,323914602,33123201,33123201,133968451,133141669
조일알미늄(주),018470,2017/12,299165112,334276483,-1832853,-1832853,144859120,132553853
조일알미늄(주),018470,2018/12,317744416,356053734,-10415315,-10415315,155083980,143898118
조일알미늄(주),018470,2019/12,311766941,289296274,-76711470,-76711470,151468984,80861312
주성엔지니어링(주),036930,2010/12,423359716,521044459,38157510,38157510,325560727,90924353
주성엔지니어링(주),036930,2011/12,304759055,519365017,-9640408,-9640408,299486188,108521986
주성엔지니어링(주),036930,2012/12,76836352,404013751,-114592574,-114592574,183635359,131791408
주성엔지니어링(주),036930,2013/12,151643955,371438791,-36931423,-36931423,171138959,134154192
주성엔지니어링(주),036930,2014/12,140412172,304600584,-20916182,-20916182,116181385,140189901
주성엔지니어링(주),036930,2015/12,175677910,307686495,6576027,6576027,133045517,132806827
주성엔지니어링(주),036930,2016/12,266960505,325626149,30634714,30634714,162763522,128497325
주성엔지니어링(주),036930,2017/12,272535493,311995644,40533963,40533963,140492312,143153280
주성엔지니어링(주),036930,2018/12,262699926,354090398,42750848,42750848,131791374,129538990
주성엔지니어링(주),036930,2019/12,254491427,441493958,27059131,27059131,102149331,214140108
줌인터넷(주),229480,2015/12,16141027,6821253,83841,83841,4030684,2538204
줌인터넷(주),239340,2016/12,,,,,,
줌인터넷(주),229480,2016/12,19291152,7712130,1524532,1524532,5314404,2178177
줌인터넷(주),229480,2017/12,22368370,10468801,2557454,2557454,7678563,1791641
줌인터넷(주),239340,2017/12,,,,,,
줌인터넷(주),229480,2018/12,24252071,19137985,3227353,3227353,15829288,1561319
줌인터넷(주),239340,2018/12,,,,,,
줌인터넷(주),239340,2019/12,24679947,32479942,-11801337,-11801337,24995580,2363230
중국고섬공고유한공사,950070,2010/12,,,,,,
중국고섬공고유한공사,950070,2011/12,,,,,,
중국고섬공고유한공사,950070,2012/12,,,,,,
중국원양자원유한공사,900050,2010/12,,,,,,
중국원양자원유한공사,900050,2011/12,,,,,,
중국원양자원유한공사,900050,2012/12,,,,,,
중국원양자원유한공사,900050,2013/12,,,,,,
중국원양자원유한공사,900050,2014/12,,,,,,
중국원양자원유한공사,900050,2015/12,,,,,,
중국원양자원유한공사,900050,2016/12,,,,,,
지나인제약(주),078650,2010/12,63386210,74814713,1202980,1202980,22313998,34917816
지나인제약(주),078650,2011/12,51372612,99445248,-4026983,-4026983,26544831,45600983
지나인제약(주),078650,2012/12,87383577,105956965,4132397,4132397,36345643,46566281
지나인제약(주),078650,2013/12,129825921,126155261,9372167,9372167,29072849,67202174
지나인제약(주),078650,2014/12,83684493,120488684,-9240430,-9240430,34954640,51710818
지나인제약(주),078650,2015/12,89671877,117572725,-14958012,-14958012,32214417,49974845
지나인제약(주),078650,2016/12,94977197,99093360,-20757979,-20757979,30618364,44226652
지나인제약(주),078650,2017/12,83867144,66208805,-21148661,-21148661,27800034,24653317
지나인제약(주),078650,2018/12,79598994,67250603,7997638,7997638,26790156,17878198
지나인제약(주),078650,2019/12,70072220,86831281,-7936736,-7936736,28852648,39840773
지니언스(주),263860,2012/12,,,,,,
지니언스(주),263860,2013/12,,,,,,
지니언스(주),263860,2014/12,,,,,,
지니언스(주),263860,2015/12,15472567,24747638,2972468,2972468,20340212,2311574
지니언스(주),263860,2016/12,20614791,27147396,3657963,3657963,21971799,2650862
지니언스(주),263860,2017/12,20812400,39120613,4287999,4287999,26438113,4038863
지니언스(주),263860,2018/12,21347638,39813248,3592839,3592839,25542713,6985025
지니언스(주),263860,2019/12,24874819,44532658,3213985,3213985,27603219,5663596
지더블유바이텍(주),036180,2010/12,16399090,17941856,71520,71520,7381775,2961128
지더블유바이텍(주),036180,2011/12,15853734,19671554,196705,196705,9663584,4047238
지더블유바이텍(주),036180,2012/12,15420896,16739888,-2286434,-2286434,7338930,3936169
지더블유바이텍(주),036180,2013/12,17662495,19784045,663595,663595,9839216,3929476
지더블유바이텍(주),036180,2014/12,18454752,20329864,242646,242646,10734039,3683280
지더블유바이텍(주),036180,2015/12,24595018,21990813,1493441,1493441,12342942,3815528
지더블유바이텍(주),036180,2016/12,28818348,26729196,1395793,1395793,17558580,3614104
지더블유바이텍(주),036180,2017/12,34982098,32949812,4279814,4279814,28828649,3441815
지더블유바이텍(주),036180,2018/12,38971643,33992406,2502914,2502914,29054282,3356481
지더블유바이텍(주),036180,2019/12,44565634,79968658,-22555661,-22555661,72062119,4015283
지에스건설(주),006360,2010/12,7865282626,10017486706,386600167,386600167,7321975405,1070752384
지에스건설(주),006360,2011/12,8524883693,10304705725,412570780,412570780,7422082777,1051186921
지에스건설(주),006360,2012/12,8530989163,10216368515,119134177,119134177,7032214479,1036560696
지에스건설(주),006360,2013/12,7861809394,10838835178,-926034068,-926034068,7503602900,1025175780
지에스건설(주),006360,2014/12,8353332345,11510474695,-80054949,-80054949,7667877015,1137343009
지에스건설(주),006360,2015/12,9069842908,11831693042,-33041473,-33041473,8393249845,1198869922
지에스건설(주),006360,2016/12,9996138506,12295001413,-38004783,-38004783,8752317729,846257675
지에스건설(주),006360,2017/12,10811746537,12711359402,-9837801,-9837801,8478218371,811313488
지에스건설(주),006360,2018/12,11786013253,11072844410,598500719,598500719,7005877419,755003285
지에스건설(주),006360,2019/12,9485125995,11474687208,441560074,441560074,5997754351,815812727
지에이치신소재(주),130500,2010/12,,,,,,
지에이치신소재(주),130500,2011/12,45438606,35600601,3303189,3303189,15186081,9670055
지에이치신소재(주),130500,2012/12,42405953,34027030,2824323,2824323,14806523,9273336
지에이치신소재(주),130500,2013/12,44633443,44832669,2285465,2285465,24602480,9183682
지에이치신소재(주),130500,2014/12,43224809,44672610,1871121,1871121,22999295,9455989
지에이치신소재(주),130500,2015/12,45591777,42740765,2095367,2095367,21720408,8909244
지에이치신소재(주),130500,2016/12,45695312,46570813,2340546,2340546,24903503,8639915
지에이치신소재(주),130500,2017/12,43104718,58892436,1564107,1564107,33394918,12563097
지에이치신소재(주),130500,2018/12,53965476,78433034,90022,90022,22138069,24037271
지에이치신소재(주),130500,2019/12,56124331,77110983,907584,907584,18388012,22538730
지엔원에너지(주),270520,2017/12,,,,,,
지엔원에너지(주),270520,2018/12,,,,,,
지엔원에너지(주),270520,2019/12,,,,,,
지엘팜텍(주),204840,2014/12,,,,,,
지엘팜텍(주),204840,2015/12,,,,,,
지엘팜텍(주),204840,2016/12,4635602,12351401,-5494423,-5494423,9004732,1446853
지엘팜텍(주),204840,2017/12,2413833,15021408,-4236773,-4236773,9700687,2117061
지엘팜텍(주),204840,2018/12,3761456,23958495,-2783276,-2783276,5778729,1733152
지엘팜텍(주),204840,2019/12,4301246,20942951,-2891339,-2891339,1393819,1314690
지엠비코리아(주),013870,2010/12,354597263,275244061,19371083,19371083,125421930,121890803
지엠비코리아(주),013870,2011/12,423277880,314095959,23197116,23197116,149889904,135969153
지엠비코리아(주),013870,2012/12,424322402,336688232,13587527,13587527,165792470,144157340
지엠비코리아(주),013870,2013/12,447993663,352695419,18610445,18610445,162995633,153393757
지엠비코리아(주),013870,2014/12,453519547,395733405,17753410,17753410,167226702,166783012
지엠비코리아(주),013870,2015/12,446880190,413243898,13860215,13860215,163296267,178385627
지엠비코리아(주),013870,2016/12,456011513,412531160,13415300,13415300,161356049,178852181
지엠비코리아(주),013870,2017/12,434288749,416870125,8550518,8550518,168744062,177836724
지엠비코리아(주),013870,2018/12,429749976,417768705,2013035,2013035,164608245,177666266
지엠비코리아(주),013870,2019/12,440353831,403283581,1373773,1373773,165377219,163698934
진양산업(주),003780,2010/12,31554759,27426662,3381809,3381809,10189182,12991540
진양산업(주),003780,2011/12,34869034,30128502,3870437,3870437,13213874,12669008
진양산업(주),003780,2012/12,28225792,29888710,2726869,2726869,12759642,12893423
진양산업(주),003780,2013/12,26269746,36683279,2387580,2387580,10873705,12886040
진양산업(주),003780,2014/12,27229761,36731867,2828515,2828515,10857827,13043392
진양산업(주),003780,2015/12,30609987,38548247,4077291,4077291,12297824,13512662
진양산업(주),003780,2016/12,29595265,41311419,533766,533766,10871951,21433011
진양산업(주),003780,2017/12,31375208,43164497,2540591,2540591,11677428,22528373
진양산업(주),003780,2018/12,45253103,46858079,2122799,2122799,14208787,27403690
진양산업(주),003780,2019/12,46870873,46586690,4014466,4014466,14360769,26765254
진양제약(주),007370,2010/12,40856959,68978392,3485513,3485513,39583816,19631456
진양제약(주),007370,2011/12,36261681,66996780,1058367,1058367,37644511,19582561
진양제약(주),007370,2012/12,37144640,69564322,2526571,2526571,40521047,19302918
진양제약(주),007370,2013/12,40234569,74128644,4192509,4192509,44015623,19276460
진양제약(주),007370,2014/12,45236833,76681231,4012707,4012707,44989644,20991153
진양제약(주),007370,2015/12,40148932,86900739,-1003821,-1003821,40878953,35240911
진양제약(주),007370,2016/12,36132341,76784809,-9098646,-9098646,26193986,38905697
진양제약(주),007370,2017/12,43449787,73848507,-5768287,-5768287,31429112,29149918
진양제약(주),007370,2018/12,46862706,70061148,933152,933152,29836411,29518794
진양제약(주),007370,2019/12,47351256,68277806,1646855,1646855,28082027,28504968
진양폴리우레탄(주),010640,2010/12,22147529,24091523,1868585,1868585,6970367,15628933
진양폴리우레탄(주),010640,2011/12,22422027,24659736,1531724,1531724,7898525,15731202
진양폴리우레탄(주),010640,2012/12,21694188,23919761,1395043,1395043,7924523,15433788
진양폴리우레탄(주),010640,2013/12,21586876,23509502,1272128,1272128,7757307,15144905
진양폴리우레탄(주),010640,2014/12,22326509,22024143,550523,550523,6295959,15120353
진양폴리우레탄(주),010640,2015/12,19045030,19621522,-3790923,-3790923,3491496,15554741
진양폴리우레탄(주),010640,2016/12,17315570,34846884,7005137,7005137,5225670,29065822
진양폴리우레탄(주),010640,2017/12,23646888,35313763,536000,536000,6568534,28193837
진양폴리우레탄(주),010640,2018/12,30104369,35008058,957732,957732,7134376,27329399
진양폴리우레탄(주),010640,2019/12,31905400,42905845,7706474,7706474,7749228,34326334
진양화학(주),051630,2010/12,57926457,41441773,854478,854478,11734981,29074446
진양화학(주),051630,2011/12,62756797,39100954,1504972,1504972,9913813,28223920
진양화학(주),051630,2012/12,64375840,40559494,2365735,2365735,11442344,27680312
진양화학(주),051630,2013/12,70268217,44339143,3580982,3580982,14904350,27756942
진양화학(주),051630,2014/12,79319654,46041577,5247291,5247291,16180927,28118795
진양화학(주),051630,2015/12,70795247,42532149,2566988,2566988,12979950,27794962
진양화학(주),051630,2016/12,57610216,43263736,1312360,1312360,14353480,27190747
진양화학(주),051630,2017/12,49592413,41227436,-338315,-338315,13239475,26440675
진양화학(주),051630,2018/12,49730594,39958834,-331448,-331448,12812786,26170413
진양화학(주),051630,2019/12,44531589,37462386,-2096053,-2096053,10466303,26161737
진원생명과학(주),011000,2010/12,20347260,40050007,-8529744,-8529744,18298740,320019
진원생명과학(주),011000,2011/12,20684006,41540603,-2757793,-2757793,20826238,302934
진원생명과학(주),011000,2012/12,13919169,44232420,-6450102,-6450102,24589292,281288
진원생명과학(주),011000,2013/12,15834737,40274577,-4433428,-4433428,17420380,296188
진원생명과학(주),011000,2014/12,20217648,50181220,-6509293,-6509293,28469168,235761
진원생명과학(주),011000,2015/12,24124655,51352687,-3782417,-3782417,29895442,195144
진원생명과학(주),011000,2016/12,25725396,67037776,-17095652,-17095652,45636273,138142
진원생명과학(주),011000,2017/12,22095218,49388290,-21847956,-21847956,29656054,121249
진원생명과학(주),011000,2018/12,28845356,48830889,-14046157,-14046157,30925572,558859
진원생명과학(주),011000,2019/12,34617979,46946124,-9959205,-9959205,27613196,2203218
진흥기업(주),002780,2010/12,579676087,863449400,-198379255,-198379255,791569683,4867338
진흥기업(주),002780,2011/12,547347375,662521375,-212574547,-212574547,607868944,4698364
진흥기업(주),002780,2012/12,466811943,540235488,-85699172,-85699172,488663711,4655171
진흥기업(주),002780,2013/12,479223825,487789292,-72428788,-72428788,439629717,4485269
진흥기업(주),002780,2014/12,638101515,442127253,-17572317,-17572317,394932367,4202461
진흥기업(주),002780,2015/12,727826358,530468286,-42813489,-42813489,334985711,4206428
진흥기업(주),002780,2016/12,646578598,302104481,-75220395,-75220395,208050031,4117296
진흥기업(주),002780,2017/12,573309875,313578700,21757441,21757441,210492004,10883950
진흥기업(주),002780,2018/12,671155390,366241821,6053494,6053494,286361415,10707696
진흥기업(주),002780,2019/12,546534147,325811160,20338294,20338294,218281825,10599876
차이나크리스탈신소재홀딩스,900250,2014/12,,,,,,
차이나크리스탈신소재홀딩스,900250,2015/12,,,,,,
차이나크리스탈신소재홀딩스,900250,2016/12,,,,,,
차이나크리스탈신소재홀딩스,900250,2017/12,,,,,,
차이나크리스탈신소재홀딩스,900250,2018/12,,,,,,
차이나크리스탈신소재홀딩스,900250,2019/12,,,,,,
차이나하오란리사이클링유한공사,900090,2010/12,,,,,,
차이나하오란리사이클링유한공사,900090,2011/12,,,,,,
차이나하오란리사이클링유한공사,900090,2012/12,,,,,,
차이나하오란리사이클링유한공사,900090,2013/12,,,,,,
차이나하오란리사이클링유한공사,900090,2014/12,,,,,,
차이나하오란리사이클링유한공사,900090,2015/12,,,,,,
차이나하오란리사이클링유한공사,900090,2016/12,,,,,,
차이나하오란리사이클링유한공사,900090,2017/12,,,,,,
참엔지니어링(주),009310,2010/12,205681367,195212555,13764628,13764628,95964737,24139796
참엔지니어링(주),009310,2011/12,200445609,191183819,18297078,18297078,77684654,16617045
참엔지니어링(주),009310,2012/12,50862143,185343630,-21762350,-21762350,50877419,20866647
