회사명,거래소코드,회계년도,감사의견코드(IFRS)
(주)잉크테크,049550,2018/12,UQ
(주)잉크테크,049550,2019/12,UQ
(주)자비스,230400,2011/12,
(주)자비스,230400,2012/12,
(주)자비스,230400,2013/12,
(주)자비스,230400,2014/12,
(주)자비스,230400,2015/12,
(주)자비스,230400,2016/12,
(주)자비스,254120,2016/12,UQ
(주)자비스,254120,2017/12,UQ
(주)자비스,230400,2017/12,
(주)자비스,230400,2018/12,UQ
(주)자비스,254120,2018/12,UQ
(주)자비스,254120,2019/12,UQ
(주)자연과환경,043910,2011/12,UQ
(주)자연과환경,043910,2012/12,UQ
(주)자연과환경,043910,2013/12,UQ
(주)자연과환경,043910,2014/12,UQ
(주)자연과환경,043910,2015/12,UQ
(주)자연과환경,043910,2016/12,UQ
(주)자연과환경,043910,2017/12,UQ
(주)자연과환경,043910,2018/12,UQ
(주)자연과환경,043910,2019/12,UQ
(주)자유투어,046840,2011/12,UQ
(주)자유투어,046840,2012/12,DU
(주)자이언트스텝,289220,2017/12,UQ
(주)자이언트스텝,289220,2018/12,UQ
(주)자이언트스텝,289220,2019/12,UQ
(주)장원테크,174880,2011/12,
(주)장원테크,174880,2012/12,
(주)장원테크,174880,2013/12,UQ
(주)장원테크,174880,2014/12,UQ
(주)장원테크,174880,2015/12,UQ
(주)장원테크,174880,2016/12,UQ
(주)장원테크,174880,2017/12,UQ
(주)장원테크,174880,2018/12,UQ
(주)장원테크,174880,2019/12,UQ
(주)정다운,224090,2011/12,
(주)정다운,224090,2012/12,
(주)정다운,224090,2013/12,
(주)정다운,208140,2014/12,UQ
(주)정다운,224090,2014/12,UQ
(주)정다운,224090,2015/12,UQ
(주)정다운,208140,2015/12,UQ
(주)정다운,208140,2016/12,UQ
(주)정다운,208140,2017/12,UQ
(주)정다운,208140,2018/12,UQ
(주)정다운,208140,2019/12,UQ
(주)정상제이엘에스,040420,2011/12,UQ
(주)정상제이엘에스,040420,2012/12,UQ
(주)정상제이엘에스,040420,2013/12,UQ
(주)정상제이엘에스,040420,2014/12,UQ
(주)정상제이엘에스,040420,2015/12,UQ
(주)정상제이엘에스,040420,2016/12,UQ
(주)정상제이엘에스,040420,2017/12,UQ
(주)정상제이엘에스,040420,2018/12,UQ
(주)정상제이엘에스,040420,2019/12,UQ
(주)정원엔시스,045510,2011/12,UQ
(주)정원엔시스,045510,2012/12,UQ
(주)정원엔시스,045510,2013/12,UQ
(주)정원엔시스,045510,2014/12,UQ
(주)정원엔시스,045510,2015/12,UQ
(주)정원엔시스,045510,2016/12,UQ
(주)정원엔시스,045510,2017/12,UQ
(주)정원엔시스,045510,2018/12,UQ
(주)정원엔시스,045510,2019/12,UQ
(주)제너시스템즈,073930,2011/03,
(주)제너시스템즈,073930,2012/03,UQ
(주)제너시스템즈,073930,2013/03,DU
(주)제넥신,095700,2011/12,UQ
(주)제넥신,095700,2012/12,UQ
(주)제넥신,095700,2013/12,UQ
(주)제넥신,095700,2014/12,UQ
(주)제넥신,095700,2015/12,UQ
(주)제넥신,095700,2016/12,UQ
(주)제넥신,095700,2017/12,UQ
(주)제넥신,095700,2018/12,UQ
(주)제넥신,095700,2019/12,UQ
(주)제넨바이오,072520,2011/12,UQ
(주)제넨바이오,072520,2012/12,UQ
(주)제넨바이오,072520,2013/12,UQ
(주)제넨바이오,072520,2014/12,UQ
(주)제넨바이오,072520,2015/12,UQ
(주)제넨바이오,072520,2016/12,UQ
(주)제넨바이오,072520,2017/12,UQ
(주)제넨바이오,072520,2018/12,UQ
(주)제넨바이오,072520,2019/12,UQ
(주)제노레이,122310,2011/12,UQ
(주)제노레이,122310,2012/12,UQ
(주)제노레이,122310,2013/12,UQ
(주)제노레이,122310,2014/12,UQ
(주)제노레이,122310,2015/12,UQ
(주)제노레이,122310,2016/12,UQ
(주)제노레이,122310,2017/12,UQ
(주)제노레이,122310,2018/12,UQ
(주)제노레이,122310,2019/12,UQ
(주)제노포커스,187420,2013/12,UQ
(주)제노포커스,187420,2014/12,UQ
(주)제노포커스,187420,2015/12,UQ
(주)제노포커스,187420,2016/12,UQ
(주)제노포커스,187420,2017/12,UQ
(주)제노포커스,187420,2018/12,UQ
(주)제노포커스,187420,2019/12,UQ
(주)제닉,123330,2011/12,UQ
(주)제닉,123330,2012/12,UQ
(주)제닉,123330,2013/12,UQ
(주)제닉,123330,2014/12,UQ
(주)제닉,123330,2015/12,UQ
(주)제닉,123330,2016/12,UQ
(주)제닉,123330,2017/12,UQ
(주)제닉,123330,2018/12,UQ
(주)제닉,123330,2019/12,UQ
(주)제로투세븐,159580,2011/12,UQ
(주)제로투세븐,159580,2012/12,UQ
(주)제로투세븐,159580,2013/12,UQ
(주)제로투세븐,159580,2014/12,UQ
(주)제로투세븐,159580,2015/12,UQ
(주)제로투세븐,159580,2016/12,UQ
(주)제로투세븐,159580,2017/12,UQ
(주)제로투세븐,159580,2018/12,UQ
(주)제로투세븐,159580,2019/12,UQ
(주)제우스,079370,2011/12,UQ
(주)제우스,079370,2012/12,UQ
(주)제우스,079370,2013/12,UQ
(주)제우스,079370,2014/12,UQ
(주)제우스,079370,2015/12,UQ
(주)제우스,079370,2016/12,UQ
(주)제우스,079370,2017/12,UQ
(주)제우스,079370,2018/12,UQ
(주)제우스,079370,2019/12,UQ
(주)제이브이엠,054950,2011/12,UQ
(주)제이브이엠,054950,2012/12,UQ
(주)제이브이엠,054950,2013/12,UQ
(주)제이브이엠,054950,2014/12,UQ
(주)제이브이엠,054950,2015/12,UQ
(주)제이브이엠,054950,2016/12,UQ
(주)제이브이엠,054950,2017/12,UQ
(주)제이브이엠,054950,2018/12,UQ
(주)제이브이엠,054950,2019/12,UQ
(주)제이스텍,090470,2011/12,UQ
(주)제이스텍,090470,2012/12,UQ
(주)제이스텍,090470,2013/12,UQ
(주)제이스텍,090470,2014/12,UQ
(주)제이스텍,090470,2015/12,UQ
(주)제이스텍,090470,2016/12,UQ
(주)제이스텍,090470,2017/12,UQ
(주)제이스텍,090470,2018/12,UQ
(주)제이스텍,090470,2019/12,UQ
(주)제이앤티씨,204270,2011/12,
(주)제이앤티씨,204270,2012/12,
(주)제이앤티씨,204270,2013/12,
(주)제이앤티씨,204270,2014/12,UQ
(주)제이앤티씨,204270,2015/12,UQ
(주)제이앤티씨,204270,2016/12,UQ
(주)제이앤티씨,204270,2017/12,UQ
(주)제이앤티씨,204270,2018/12,UQ
(주)제이앤티씨,204270,2019/12,UQ
(주)제이에스코퍼레이션,194370,2011/12,
(주)제이에스코퍼레이션,194370,2012/12,
(주)제이에스코퍼레이션,194370,2013/12,
(주)제이에스코퍼레이션,194370,2014/12,UQ
(주)제이에스코퍼레이션,194370,2015/12,UQ
(주)제이에스코퍼레이션,194370,2016/12,UQ
(주)제이에스코퍼레이션,194370,2017/12,UQ
(주)제이에스코퍼레이션,194370,2018/12,UQ
(주)제이에스코퍼레이션,194370,2019/12,UQ
(주)제이에스티나,026040,2011/12,UQ
(주)제이에스티나,026040,2012/12,UQ
(주)제이에스티나,026040,2013/12,UQ
(주)제이에스티나,026040,2014/12,UQ
(주)제이에스티나,026040,2015/12,UQ
(주)제이에스티나,026040,2016/12,UQ
(주)제이에스티나,026040,2017/12,UQ
(주)제이에스티나,026040,2018/12,UQ
(주)제이에스티나,026040,2019/12,UQ
(주)제이에이치코오스,065310,2011/12,UQ
(주)제이엘케이,322510,2015/12,
(주)제이엘케이,322510,2016/12,
(주)제이엘케이,322510,2017/12,
(주)제이엘케이,322510,2018/12,UQ
(주)제이엘케이,322510,2019/12,UQ
(주)제이와이피엔터테인먼트,035900,2011/06,
(주)제이와이피엔터테인먼트,035900,2012/12,UQ
(주)제이와이피엔터테인먼트,035900,2013/12,UQ
(주)제이와이피엔터테인먼트,035900,2014/12,UQ
(주)제이와이피엔터테인먼트,035900,2015/12,UQ
(주)제이와이피엔터테인먼트,035900,2016/12,UQ
(주)제이와이피엔터테인먼트,035900,2017/12,UQ
(주)제이와이피엔터테인먼트,035900,2018/12,UQ
(주)제이와이피엔터테인먼트,035900,2019/12,UQ
(주)제이웨이,058420,2011/12,UQ
(주)제이웨이,058420,2012/12,UQ
(주)제이웨이,058420,2013/12,UQ
(주)제이웨이,058420,2014/12,UQ
(주)제이웨이,058420,2015/12,UQ
(주)제이웨이,058420,2016/12,UQ
(주)제이웨이,058420,2017/12,UQ
(주)제이웨이,058420,2018/12,UQ
(주)제이웨이,058420,2019/12,UQ
(주)제이콘텐트리,036420,2011/12,UQ
(주)제이콘텐트리,036420,2012/12,UQ
(주)제이콘텐트리,036420,2013/12,UQ
(주)제이콘텐트리,036420,2014/12,UQ
(주)제이콘텐트리,036420,2015/12,UQ
(주)제이콘텐트리,036420,2016/12,UQ
(주)제이콘텐트리,036420,2017/12,UQ
(주)제이콘텐트리,036420,2018/12,UQ
(주)제이테크놀로지,035480,2011/12,UQ
(주)제이테크놀로지,035480,2012/12,UQ
(주)제이테크놀로지,035480,2013/12,UQ
(주)제이테크놀로지,035480,2014/12,UQ
(주)제이테크놀로지,035480,2015/12,UQ
(주)제이테크놀로지,035480,2016/12,UQ
(주)제이테크놀로지,035480,2017/12,UQ
(주)제이테크놀로지,035480,2018/12,UQ
(주)제이티,089790,2011/12,UQ
(주)제이티,089790,2012/12,UQ
(주)제이티,089790,2013/12,UQ
(주)제이티,089790,2014/12,UQ
(주)제이티,089790,2015/12,UQ
(주)제이티,089790,2016/12,UQ
(주)제이티,089790,2017/12,UQ
(주)제이티,089790,2018/12,UQ
(주)제이티,089790,2019/12,UQ
(주)제이티씨,950170,2017/02,UQ
(주)제이티씨,950170,2018/02,UQ
(주)제이티씨,950170,2019/02,UQ
(주)제일기획,030000,2011/12,UQ
(주)제일기획,030000,2012/12,UQ
(주)제일기획,030000,2013/12,UQ
(주)제일기획,030000,2014/12,UQ
(주)제일기획,030000,2015/12,UQ
(주)제일기획,030000,2016/12,UQ
(주)제일기획,030000,2017/12,UQ
(주)제일기획,030000,2018/12,UQ
(주)제일기획,030000,2019/12,UQ
(주)제일테크노스,038010,2011/12,UQ
(주)제일테크노스,038010,2012/12,UQ
(주)제일테크노스,038010,2013/12,UQ
(주)제일테크노스,038010,2014/12,UQ
(주)제일테크노스,038010,2015/12,UQ
(주)제일테크노스,038010,2016/12,UQ
(주)제일테크노스,038010,2017/12,UQ
(주)제일테크노스,038010,2018/12,UQ
(주)제일테크노스,038010,2019/12,UQ
(주)제주반도체,080220,2011/12,UQ
(주)제주반도체,080220,2012/12,UQ
(주)제주반도체,080220,2013/12,UQ
(주)제주반도체,080220,2014/12,UQ
(주)제주반도체,080220,2015/12,UQ
(주)제주반도체,080220,2016/12,UQ
(주)제주반도체,080220,2017/12,UQ
(주)제주반도체,080220,2018/12,UQ
(주)제주반도체,080220,2019/12,UQ
(주)제주항공,089590,2011/12,
(주)제주항공,089590,2012/12,
(주)제주항공,089590,2013/12,
(주)제주항공,089590,2014/12,UQ
(주)제주항공,089590,2015/12,UQ
(주)제주항공,089590,2016/12,UQ
(주)제주항공,089590,2017/12,UQ
(주)제주항공,089590,2018/12,UQ
(주)제주항공,089590,2019/12,UQ
(주)젬백스&카엘,082270,2011/12,UQ
(주)젬백스&카엘,082270,2012/12,UQ
(주)젬백스&카엘,082270,2013/12,UQ
(주)젬백스&카엘,082270,2014/12,UQ
(주)젬백스&카엘,082270,2015/12,UQ
(주)젬백스&카엘,082270,2016/12,UQ
(주)젬백스&카엘,082270,2017/12,UQ
(주)젬백스&카엘,082270,2018/12,UQ
(주)젬백스&카엘,082270,2019/12,UQ
(주)젬백스링크,064800,2011/12,UQ
(주)젬백스링크,064800,2012/12,UQ
(주)젬백스링크,064800,2013/12,UQ
(주)젬백스링크,064800,2014/12,UQ
(주)젬백스링크,064800,2015/12,UQ
(주)젬백스링크,064800,2016/12,UQ
(주)젬백스링크,064800,2017/12,UQ
(주)젬백스링크,064800,2018/12,UQ
(주)젬백스링크,064800,2019/12,UQ
(주)조이시티,067000,2011/12,UQ
(주)조이시티,067000,2012/12,UQ
(주)조이시티,067000,2013/12,UQ
(주)조이시티,067000,2014/12,UQ
(주)조이시티,067000,2015/12,UQ
(주)조이시티,067000,2016/12,UQ
(주)조이시티,067000,2017/12,UQ
(주)조이시티,067000,2018/12,UQ
(주)조이시티,067000,2019/12,UQ
(주)종근당,185750,2013/12,UQ
(주)종근당,185750,2014/12,UQ
(주)종근당,185750,2015/12,UQ
(주)종근당,185750,2016/12,UQ
(주)종근당,185750,2017/12,UQ
(주)종근당,185750,2018/12,UQ
(주)종근당,185750,2019/12,UQ
(주)종근당바이오,063160,2011/12,UQ
(주)종근당바이오,063160,2012/12,UQ
(주)종근당바이오,063160,2013/12,UQ
(주)종근당바이오,063160,2014/12,UQ
(주)종근당바이오,063160,2015/12,UQ
(주)종근당바이오,063160,2016/12,UQ
(주)종근당바이오,063160,2017/12,UQ
(주)종근당바이오,063160,2018/12,UQ
(주)종근당바이오,063160,2019/12,UQ
(주)종근당홀딩스,001630,2011/12,UQ
(주)종근당홀딩스,001630,2012/12,UQ
(주)종근당홀딩스,001630,2013/12,UQ
(주)종근당홀딩스,001630,2014/12,UQ
(주)종근당홀딩스,001630,2015/12,UQ
(주)종근당홀딩스,001630,2016/12,UQ
(주)종근당홀딩스,001630,2017/12,UQ
(주)종근당홀딩스,001630,2018/12,UQ
(주)종근당홀딩스,001630,2019/12,UQ
(주)좋은사람들,033340,2011/12,UQ
(주)좋은사람들,033340,2012/12,UQ
(주)좋은사람들,033340,2013/12,UQ
(주)좋은사람들,033340,2014/12,UQ
(주)좋은사람들,033340,2015/12,UQ
(주)좋은사람들,033340,2016/12,UQ
(주)좋은사람들,033340,2017/12,UQ
(주)좋은사람들,033340,2018/12,UQ
(주)좋은사람들,033340,2019/12,UQ
(주)주연테크,044380,2011/12,UQ
(주)주연테크,044380,2012/12,UQ
(주)주연테크,044380,2013/12,UQ
(주)주연테크,044380,2014/12,UQ
(주)주연테크,044380,2015/12,UQ
(주)주연테크,044380,2016/12,UQ
(주)주연테크,044380,2017/12,UQ
(주)주연테크,044380,2018/12,UQ
(주)주연테크,044380,2019/12,UQ
(주)중앙건설,015110,2011/12,UQ
(주)중앙디앤엠,051980,2011/12,UQ
(주)중앙디앤엠,051980,2012/12,UQ
(주)중앙디앤엠,051980,2013/12,UQ
(주)중앙디앤엠,051980,2014/12,UQ
(주)중앙디앤엠,051980,2015/12,UQ
(주)중앙디앤엠,051980,2016/12,UQ
(주)중앙디앤엠,051980,2017/12,UQ
(주)중앙디앤엠,051980,2018/12,UQ
(주)중앙디앤엠,051980,2019/12,UQ
(주)중앙에너비스,000440,2011/09,
(주)중앙에너비스,000440,2012/09,UQ
(주)중앙에너비스,000440,2013/09,UQ
(주)중앙에너비스,000440,2014/09,UQ
(주)중앙에너비스,000440,2015/12,UQ
(주)중앙에너비스,000440,2016/12,UQ
(주)중앙에너비스,000440,2017/12,UQ
(주)중앙에너비스,000440,2018/12,UQ
(주)중앙에너비스,000440,2019/12,UQ
(주)지노믹트리,228760,2014/12,
(주)지노믹트리,228760,2015/12,
(주)지노믹트리,228760,2016/12,UQ
(주)지노믹트리,228760,2017/12,UQ
(주)지노믹트리,228760,2018/12,UQ
(주)지노믹트리,228760,2019/12,UQ
(주)지놈앤컴퍼니,314130,2016/12,
(주)지놈앤컴퍼니,314130,2017/12,
(주)지놈앤컴퍼니,314130,2018/12,
(주)지놈앤컴퍼니,314130,2019/12,UQ
(주)지누스,013890,2011/12,
(주)지누스,013890,2012/12,
(주)지누스,013890,2013/12,
(주)지누스,013890,2014/12,
(주)지누스,013890,2015/12,
(주)지누스,013890,2016/12,
(주)지누스,013890,2017/12,UQ
(주)지누스,013890,2018/12,UQ
(주)지누스,013890,2019/12,UQ
(주)지니뮤직,043610,2011/12,UQ
(주)지니뮤직,043610,2012/12,UQ
(주)지니뮤직,043610,2013/12,UQ
(주)지니뮤직,043610,2014/12,UQ
(주)지니뮤직,043610,2015/12,UQ
(주)지니뮤직,043610,2016/12,UQ
(주)지니뮤직,043610,2017/12,UQ
(주)지니뮤직,043610,2018/12,UQ
(주)지니뮤직,043610,2019/12,UQ
(주)지디,155960,2011/12,UQ
(주)지디,155960,2012/12,UQ
(주)지디,155960,2013/12,UQ
(주)지디,155960,2014/12,UQ
(주)지디,155960,2015/12,UQ
(주)지디,155960,2016/12,UQ
(주)지디,155960,2017/12,DS
(주)지란지교시큐리티,208350,2014/12,UQ
(주)지란지교시큐리티,208350,2015/12,UQ
(주)지란지교시큐리티,208350,2016/12,UQ
(주)지란지교시큐리티,208350,2017/12,UQ
(주)지란지교시큐리티,208350,2018/12,UQ
(주)지란지교시큐리티,208350,2019/12,UQ
(주)지씨셀,144510,2014/12,UQ
(주)지씨셀,144510,2015/12,UQ
(주)지씨셀,144510,2016/12,UQ
(주)지씨셀,144510,2017/12,UQ
(주)지씨셀,144510,2018/12,UQ
(주)지씨셀,144510,2019/12,UQ
(주)지아이바이오,035450,2011/12,UQ
(주)지아이바이오,035450,2012/12,DU
(주)지앤에스티,036920,2011/12,UQ
(주)지앤에스티,036920,2012/12,DS
(주)지어소프트,051160,2011/12,UQ
(주)지어소프트,051160,2012/12,UQ
(주)지어소프트,051160,2013/12,UQ
(주)지어소프트,051160,2014/12,UQ
(주)지어소프트,051160,2015/12,UQ
(주)지어소프트,051160,2016/12,UQ
(주)지어소프트,051160,2017/12,UQ
(주)지어소프트,051160,2018/12,UQ
(주)지어소프트,051160,2019/12,UQ
(주)지에스,078930,2011/12,UQ
(주)지에스,078930,2012/12,UQ
(주)지에스,078930,2013/12,UQ
(주)지에스,078930,2014/12,UQ
(주)지에스,078930,2015/12,UQ
(주)지에스,078930,2016/12,UQ
(주)지에스,078930,2017/12,UQ
(주)지에스,078930,2018/12,UQ
(주)지에스,078930,2019/12,UQ
(주)지에스글로벌,001250,2011/12,UQ
(주)지에스글로벌,001250,2012/12,UQ
(주)지에스글로벌,001250,2013/12,UQ
(주)지에스글로벌,001250,2014/12,UQ
(주)지에스글로벌,001250,2015/12,UQ
(주)지에스글로벌,001250,2016/12,UQ
(주)지에스글로벌,001250,2017/12,UQ
(주)지에스글로벌,001250,2018/12,UQ
(주)지에스글로벌,001250,2019/12,UQ
(주)지에스리테일,007070,2011/12,UQ
(주)지에스리테일,007070,2012/12,UQ
(주)지에스리테일,007070,2013/12,UQ
(주)지에스리테일,007070,2014/12,UQ
(주)지에스리테일,007070,2015/12,UQ
(주)지에스리테일,007070,2016/12,UQ
(주)지에스리테일,007070,2017/12,UQ
(주)지에스리테일,007070,2018/12,UQ
(주)지에스리테일,007070,2019/12,UQ
(주)지엔씨에너지,119850,2011/12,UQ
(주)지엔씨에너지,119850,2012/12,UQ
(주)지엔씨에너지,119850,2013/12,UQ
(주)지엔씨에너지,119850,2014/12,UQ
(주)지엔씨에너지,119850,2015/12,UQ
(주)지엔씨에너지,119850,2016/12,UQ
(주)지엔씨에너지,119850,2017/12,UQ
(주)지엔씨에너지,119850,2018/12,UQ
(주)지엔씨에너지,119850,2019/12,UQ
(주)지엔코,065060,2011/12,UQ
(주)지엔코,065060,2012/12,UQ
(주)지엔코,065060,2013/12,UQ
(주)지엔코,065060,2014/12,UQ
(주)지엔코,065060,2015/12,UQ
(주)지엔코,065060,2016/12,UQ
(주)지엔코,065060,2017/12,UQ
(주)지엔코,065060,2018/12,UQ
(주)지엔코,065060,2019/12,UQ
(주)지투알,035000,2011/12,UQ
(주)지투알,035000,2012/12,UQ
(주)지투알,035000,2013/12,UQ
(주)지투알,035000,2014/12,UQ
(주)지투알,035000,2015/12,UQ
(주)지투알,035000,2016/12,UQ
(주)지투알,035000,2017/12,UQ
(주)지투알,035000,2018/12,UQ
(주)지투알,035000,2019/12,UQ
(주)지티앤티,053870,2011/12,UQ
(주)지티앤티,053870,2012/12,UQ
(주)지티앤티,053870,2013/12,UQ
(주)지티앤티,053870,2014/12,UQ
(주)지티지웰니스,219750,2013/12,
(주)지티지웰니스,219750,2014/12,
(주)지티지웰니스,219750,2015/12,
(주)지티지웰니스,219750,2016/12,UQ
(주)지티지웰니스,219750,2017/12,UQ
(주)지티지웰니스,219750,2018/12,UQ
(주)지티지웰니스,219750,2019/12,UQ
(주)진도,088790,2011/12,UQ
(주)진도,088790,2012/12,UQ
(주)진도,088790,2013/12,UQ
(주)진도,088790,2014/12,UQ
(주)진도,088790,2015/12,UQ
(주)진도,088790,2016/12,UQ
(주)진도,088790,2017/12,UQ
(주)진도,088790,2018/12,UQ
(주)진도,088790,2019/12,UQ
(주)진로발효,018120,2011/12,UQ
(주)진로발효,018120,2012/12,UQ
(주)진로발효,018120,2013/12,UQ
(주)진로발효,018120,2014/12,UQ
(주)진로발효,018120,2015/12,UQ
(주)진로발효,018120,2016/12,UQ
(주)진로발효,018120,2017/12,UQ
(주)진로발효,018120,2018/12,UQ
(주)진로발효,018120,2019/12,UQ
(주)진매트릭스,109820,2011/12,UQ
(주)진매트릭스,109820,2012/12,UQ
(주)진매트릭스,109820,2013/12,UQ
(주)진매트릭스,109820,2014/12,UQ
(주)진매트릭스,109820,2015/12,UQ
(주)진매트릭스,109820,2016/12,UQ
(주)진매트릭스,109820,2017/12,UQ
(주)진매트릭스,109820,2018/12,UQ
(주)진매트릭스,109820,2019/12,UQ
(주)진바이오텍,086060,2011/12,UQ
(주)진바이오텍,086060,2012/12,UQ
(주)진바이오텍,086060,2013/12,UQ
(주)진바이오텍,086060,2014/12,UQ
(주)진바이오텍,086060,2015/12,UQ
(주)진바이오텍,086060,2016/12,UQ
(주)진바이오텍,086060,2017/12,UQ
(주)진바이오텍,086060,2018/12,UQ
(주)진바이오텍,086060,2019/12,UQ
(주)진성티이씨,036890,2011/12,UQ
(주)진성티이씨,036890,2012/12,UQ
(주)진성티이씨,036890,2013/12,UQ
(주)진성티이씨,036890,2014/12,UQ
(주)진성티이씨,036890,2015/12,UQ
(주)진성티이씨,036890,2016/12,UQ
(주)진성티이씨,036890,2017/12,UQ
(주)진성티이씨,036890,2018/12,UQ
(주)진성티이씨,036890,2019/12,UQ
(주)진양홀딩스,100250,2011/12,UQ
(주)진양홀딩스,100250,2012/12,UQ
(주)진양홀딩스,100250,2013/12,UQ
(주)진양홀딩스,100250,2014/12,UQ
(주)진양홀딩스,100250,2015/12,UQ
(주)진양홀딩스,100250,2016/12,UQ
(주)진양홀딩스,100250,2017/12,UQ
(주)진양홀딩스,100250,2018/12,UQ
(주)진양홀딩스,100250,2019/12,UQ
(주)진에어,272450,2011/12,UQ
(주)진에어,272450,2012/12,UQ
(주)진에어,272450,2013/12,UQ
(주)진에어,272450,2014/12,UQ
(주)진에어,272450,2015/12,UQ
(주)진에어,272450,2016/12,UQ
(주)진에어,272450,2017/12,UQ
(주)진에어,272450,2018/12,UQ
(주)진에어,272450,2019/12,UQ
(주)차바이오텍,085660,2011/12,UQ
(주)차바이오텍,085660,2012/12,UQ
(주)차바이오텍,085660,2013/12,UQ
(주)차바이오텍,085660,2014/12,UQ
(주)차바이오텍,085660,2015/12,UQ
(주)차바이오텍,085660,2016/12,UQ
(주)차바이오텍,085660,2017/12,QG
(주)차바이오텍,085660,2018/12,UQ
(주)차바이오텍,085660,2019/12,UQ
(주)창해에탄올,004650,2011/12,UQ
(주)창해에탄올,004650,2012/12,UQ
(주)창해에탄올,004650,2013/12,UQ
(주)창해에탄올,004650,2014/12,UQ
(주)창해에탄올,004650,2015/12,UQ
(주)창해에탄올,004650,2016/12,UQ
(주)창해에탄올,004650,2017/12,UQ
(주)창해에탄올,004650,2018/12,UQ
(주)창해에탄올,004650,2019/12,UQ
(주)천보,278280,2011/09,
(주)천보,278280,2012/09,
(주)천보,278280,2013/09,
(주)천보,278280,2014/12,
(주)천보,278280,2015/12,
(주)천보,278280,2016/12,
(주)천보,278280,2017/12,UQ
(주)천보,278280,2018/12,UQ
(주)천보,278280,2019/12,UQ
(주)체리부로,066360,2011/12,
(주)체리부로,066360,2012/12,
(주)체리부로,066360,2013/12,
(주)체리부로,066360,2014/12,
(주)체리부로,066360,2015/12,
(주)체리부로,066360,2016/12,UQ
(주)체리부로,066360,2017/12,UQ
(주)체리부로,066360,2018/12,UQ
(주)체리부로,066360,2019/12,UQ
(주)체시스,033250,2011/06,
(주)체시스,033250,2012/06,UQ
(주)체시스,033250,2013/06,UQ
(주)체시스,033250,2014/06,UQ
(주)체시스,033250,2015/06,UQ
(주)체시스,033250,2016/06,UQ
(주)체시스,033250,2017/06,UQ
(주)체시스,033250,2018/06,UQ
(주)체시스,033250,2019/06,UQ
(주)초록뱀미디어,047820,2011/12,UQ
(주)초록뱀미디어,047820,2012/12,UQ
(주)초록뱀미디어,047820,2013/12,UQ
(주)초록뱀미디어,047820,2014/12,UQ
(주)초록뱀미디어,047820,2015/12,UQ
(주)초록뱀미디어,047820,2016/12,UQ
(주)초록뱀미디어,047820,2017/12,UQ
(주)초록뱀미디어,047820,2018/12,UQ
(주)초록뱀미디어,047820,2019/12,UQ
(주)초록뱀이앤엠,131100,2011/12,UQ
(주)초록뱀이앤엠,131100,2012/12,UQ
(주)초록뱀이앤엠,131100,2013/12,UQ
(주)초록뱀이앤엠,131100,2014/12,UQ
(주)초록뱀이앤엠,131100,2015/12,UQ
(주)초록뱀이앤엠,131100,2016/12,UQ
(주)초록뱀이앤엠,131100,2017/12,UQ
(주)초록뱀이앤엠,131100,2018/12,UQ
(주)초록뱀컴퍼니,052300,2011/12,UQ
(주)초록뱀컴퍼니,052300,2012/12,UQ
(주)초록뱀컴퍼니,052300,2013/12,UQ
(주)초록뱀컴퍼니,052300,2014/12,UQ
(주)초록뱀컴퍼니,052300,2015/12,UQ
(주)초록뱀컴퍼니,052300,2016/12,UQ
(주)초록뱀컴퍼니,052300,2017/12,UQ
(주)초록뱀컴퍼니,052300,2018/12,UQ
(주)초록뱀컴퍼니,052300,2019/12,UQ
(주)초록뱀헬스케어,118000,2011/12,UQ
(주)초록뱀헬스케어,118000,2012/12,UQ
(주)초록뱀헬스케어,118000,2013/12,UQ
(주)초록뱀헬스케어,118000,2014/12,UQ
(주)초록뱀헬스케어,118000,2015/12,UQ
(주)초록뱀헬스케어,118000,2016/12,UQ
(주)초록뱀헬스케어,118000,2017/12,UQ
(주)초록뱀헬스케어,118000,2018/12,UQ
(주)초록뱀헬스케어,118000,2019/12,UQ
(주)칩스앤미디어,094360,2011/12,UQ
(주)칩스앤미디어,094360,2012/12,UQ
(주)칩스앤미디어,094360,2013/12,UQ
(주)칩스앤미디어,094360,2014/12,UQ
(주)칩스앤미디어,094360,2015/12,UQ
(주)칩스앤미디어,094360,2016/12,UQ
(주)칩스앤미디어,094360,2017/12,UQ
(주)칩스앤미디어,094360,2018/12,UQ
(주)칩스앤미디어,094360,2019/12,UQ
(주)카스,016920,2011/12,UQ
(주)카스,016920,2012/12,UQ
(주)카스,016920,2013/12,UQ
(주)카스,016920,2014/12,UQ
(주)카스,016920,2015/12,UQ
(주)카스,016920,2016/12,UQ
(주)카스,016920,2017/12,UQ
(주)카스,016920,2018/12,UQ
(주)카스,016920,2019/12,UQ
(주)카카오,035720,2011/12,UQ
(주)카카오,035720,2011/12,UQ
(주)카카오,035720,2012/12,UQ
(주)카카오,035720,2012/12,UQ
(주)카카오,035720,2013/12,UQ
(주)카카오,035720,2013/12,UQ
(주)카카오,035720,2014/12,UQ
(주)카카오,035720,2014/12,UQ
(주)카카오,035720,2015/12,UQ
(주)카카오,035720,2015/12,UQ
(주)카카오,035720,2016/12,UQ
(주)카카오,035720,2016/12,UQ
(주)카카오,035720,2017/12,UQ
(주)카카오,035720,2018/12,UQ
(주)카카오,035720,2019/12,UQ
(주)카카오게임즈,293490,2016/12,UQ
